CustomerKey,Gender,TotalChildren,HouseOwnerFlag,SalesTerritoryRegion,SalesTerritoryCountry,SalesTerritoryGroup,EnglishEducation,EnglishOccupation,Age,DateFirstPurchase,CommuteDistance,NumberCarsOwned,YearlyIncomeBand
21928,M,0,1,Southwest,United States,North America,Graduate Degree,Professional,48,2013-12-08,2-5 Miles,1,40K TO 80K
21929,F,0,0,Southwest,United States,North America,Graduate Degree,Professional,36,2013-12-05,2-5 Miles,1,40K TO 80K
21930,F,0,1,Southwest,United States,North America,Graduate Degree,Professional,36,2013-12-12,2-5 Miles,1,40K TO 80K
21931,M,1,0,Southwest,United States,North America,Partial College,Skilled Manual,54,2013-12-12,0-1 Miles,1,40K TO 80K
21932,M,1,1,Southwest,United States,North America,Partial College,Skilled Manual,50,2013-12-17,2-5 Miles,1,40K TO 80K
21933,F,4,1,Southwest,United States,North America,Bachelors,Professional,55,2013-11-23,2-5 Miles,0,40K TO 80K
21934,F,4,1,Southwest,United States,North America,Bachelors,Professional,56,2013-08-19,0-1 Miles,0,40K TO 80K
21935,F,4,0,Northwest,United States,North America,Bachelors,Professional,50,2014-01-02,0-1 Miles,0,40K TO 80K
21936,F,4,0,Southwest,United States,North America,Bachelors,Professional,50,2013-09-01,0-1 Miles,0,40K TO 80K
21937,F,4,1,Southwest,United States,North America,Bachelors,Professional,50,2013-12-05,2-5 Miles,0,40K TO 80K
21938,F,4,1,Northwest,United States,North America,Bachelors,Professional,50,2013-08-13,2-5 Miles,1,40K TO 80K
21939,M,2,1,Canada,Canada,North America,Graduate Degree,Professional,50,2011-02-09,2-5 Miles,1,40K TO 80K
21940,M,5,1,Southwest,United States,North America,Graduate Degree,Professional,55,2013-03-21,0-1 Miles,0,80k to 120k
21941,F,3,0,Southwest,United States,North America,Bachelors,Professional,57,2013-12-01,0-1 Miles,1,40K TO 80K
21942,F,5,1,Northwest,United States,North America,Graduate Degree,Professional,56,2013-03-04,0-1 Miles,0,80k to 120k
21943,F,4,1,Australia,Australia,Pacific,Graduate Degree,Management,45,2012-03-23,0-1 Miles,0,80k to 120k
21944,F,1,1,Australia,Australia,Pacific,Graduate Degree,Management,40,2012-03-15,0-1 Miles,0,80k to 120k
21945,F,1,1,Australia,Australia,Pacific,Graduate Degree,Management,35,2012-03-02,0-1 Miles,0,80k to 120k
21946,F,2,1,Australia,Australia,Pacific,Bachelors,Professional,46,2012-03-09,1-2 Miles,0,80k to 120k
21947,F,2,1,Australia,Australia,Pacific,Bachelors,Professional,45,2012-03-23,0-1 Miles,0,80k to 120k
21948,F,1,1,Australia,Australia,Pacific,Graduate Degree,Management,46,2012-03-03,0-1 Miles,0,80k to 120k
21949,M,1,0,Australia,Australia,Pacific,Graduate Degree,Management,40,2012-03-24,0-1 Miles,0,80k to 120k
21950,M,1,1,Australia,Australia,Pacific,Graduate Degree,Management,46,2012-03-13,0-1 Miles,0,80k to 120k
21951,M,4,1,Australia,Australia,Pacific,Graduate Degree,Management,39,2012-03-07,0-1 Miles,1,80k to 120k
21952,F,5,1,Australia,Australia,Pacific,Bachelors,Professional,46,2013-05-28,10+ Miles,3,40K TO 80K
21953,M,5,0,Australia,Australia,Pacific,Bachelors,Professional,47,2013-04-21,10+ Miles,3,40K TO 80K
21954,F,5,1,Australia,Australia,Pacific,Bachelors,Professional,42,2013-12-31,10+ Miles,3,40K TO 80K
21955,F,1,1,Australia,Australia,Pacific,Graduate Degree,Management,45,2012-03-15,5-10 Miles,1,80k to 120k
21956,M,1,0,Australia,Australia,Pacific,Graduate Degree,Management,45,2012-03-12,1-2 Miles,1,Above 120k
21957,F,1,1,Australia,Australia,Pacific,Graduate Degree,Management,46,2012-03-08,2-5 Miles,1,Above 120k
21958,F,1,0,Australia,Australia,Pacific,Graduate Degree,Management,45,2012-03-24,0-1 Miles,0,Above 120k
21959,M,1,1,Australia,Australia,Pacific,Graduate Degree,Management,45,2012-03-16,2-5 Miles,1,Above 120k
21960,F,5,0,Australia,Australia,Pacific,Bachelors,Professional,48,2013-09-13,10+ Miles,4,40K TO 80K
21961,F,5,1,Australia,Australia,Pacific,Bachelors,Professional,42,2013-03-02,10+ Miles,4,40K TO 80K
21962,F,5,1,Australia,Australia,Pacific,Graduate Degree,Management,48,2013-02-27,0-1 Miles,2,80k to 120k
21963,F,5,1,Australia,Australia,Pacific,Graduate Degree,Management,42,2013-05-05,0-1 Miles,2,80k to 120k
21964,M,5,1,Australia,Australia,Pacific,Graduate Degree,Management,47,2013-09-22,0-1 Miles,3,80k to 120k
21965,F,5,1,Australia,Australia,Pacific,Bachelors,Professional,48,2013-11-17,0-1 Miles,3,80k to 120k
21966,M,2,1,Australia,Australia,Pacific,Bachelors,Professional,48,2012-04-17,2-5 Miles,0,80k to 120k
21967,M,2,1,Australia,Australia,Pacific,Bachelors,Professional,50,2013-11-30,2-5 Miles,1,40K TO 80K
21968,M,0,0,Australia,Australia,Pacific,Bachelors,Professional,46,2012-04-11,0-1 Miles,1,40K TO 80K
21969,F,0,0,Australia,Australia,Pacific,Bachelors,Professional,47,2012-04-27,0-1 Miles,1,40K TO 80K
21970,F,3,1,Australia,Australia,Pacific,Bachelors,Professional,34,2013-11-15,5-10 Miles,2,40K TO 80K
21971,M,4,1,Australia,Australia,Pacific,Bachelors,Professional,51,2013-07-12,5-10 Miles,2,40K TO 80K
21972,F,4,0,Australia,Australia,Pacific,Bachelors,Professional,45,2013-05-28,0-1 Miles,2,40K TO 80K
21973,F,4,0,Australia,Australia,Pacific,Bachelors,Professional,51,2013-11-26,10+ Miles,3,40K TO 80K
21974,F,0,1,Australia,Australia,Pacific,Bachelors,Professional,34,2012-04-28,5-10 Miles,1,40K TO 80K
21975,M,5,1,Australia,Australia,Pacific,Bachelors,Professional,46,2013-12-28,5-10 Miles,3,40K TO 80K
21976,F,3,0,Australia,Australia,Pacific,Bachelors,Professional,52,2012-04-01,0-1 Miles,2,40K TO 80K
21977,M,0,0,Australia,Australia,Pacific,Bachelors,Professional,51,2013-06-11,5-10 Miles,1,40K TO 80K
21978,F,4,1,Australia,Australia,Pacific,Bachelors,Professional,48,2013-04-22,0-1 Miles,0,80k to 120k
21979,M,1,1,Australia,Australia,Pacific,Bachelors,Professional,47,2012-04-09,5-10 Miles,1,40K TO 80K
21980,F,1,1,Australia,Australia,Pacific,Bachelors,Professional,53,2012-04-05,5-10 Miles,1,40K TO 80K
21981,F,1,1,Australia,Australia,Pacific,Bachelors,Professional,48,2013-11-10,5-10 Miles,1,40K TO 80K
21982,F,1,1,Australia,Australia,Pacific,Partial College,Skilled Manual,54,2012-04-25,0-1 Miles,1,40K TO 80K
21983,M,1,1,Australia,Australia,Pacific,Partial College,Skilled Manual,54,2012-04-01,0-1 Miles,1,40K TO 80K
21984,F,1,1,Australia,Australia,Pacific,Partial College,Skilled Manual,49,2012-04-12,5-10 Miles,1,40K TO 80K
21985,M,1,1,Australia,Australia,Pacific,Partial College,Skilled Manual,54,2012-04-04,5-10 Miles,1,40K TO 80K
21986,F,1,1,Australia,Australia,Pacific,Partial College,Skilled Manual,55,2012-04-09,5-10 Miles,1,40K TO 80K
21987,M,0,1,Australia,Australia,Pacific,Bachelors,Professional,49,2012-04-27,5-10 Miles,1,40K TO 80K
21988,F,5,1,Australia,Australia,Pacific,Bachelors,Professional,50,2013-11-22,0-1 Miles,4,80k to 120k
21989,M,5,1,Australia,Australia,Pacific,Bachelors,Professional,50,2013-03-26,1-2 Miles,4,80k to 120k
21990,M,5,1,Australia,Australia,Pacific,Bachelors,Professional,44,2013-04-06,1-2 Miles,4,80k to 120k
21991,F,5,0,Australia,Australia,Pacific,Bachelors,Professional,49,2014-01-22,0-1 Miles,4,80k to 120k
21992,M,5,1,Australia,Australia,Pacific,Bachelors,Professional,49,2013-12-28,1-2 Miles,4,80k to 120k
21993,M,0,0,Australia,Australia,Pacific,Bachelors,Professional,39,2013-03-08,0-1 Miles,1,40K TO 80K
21994,F,1,1,Australia,Australia,Pacific,Bachelors,Professional,56,2012-04-01,2-5 Miles,1,80k to 120k
21995,F,5,1,Australia,Australia,Pacific,Partial College,Skilled Manual,53,2013-08-17,5-10 Miles,2,40K TO 80K
21996,F,1,1,Australia,Australia,Pacific,Partial College,Skilled Manual,53,2012-04-14,0-1 Miles,1,40K TO 80K
21997,M,5,1,Australia,Australia,Pacific,Bachelors,Professional,57,2013-11-03,1-2 Miles,2,80k to 120k
21998,M,2,1,Australia,Australia,Pacific,Bachelors,Professional,56,2013-07-14,5-10 Miles,1,80k to 120k
21999,F,2,0,Australia,Australia,Pacific,Bachelors,Management,51,2012-04-22,2-5 Miles,1,80k to 120k
22000,F,4,1,Australia,Australia,Pacific,Bachelors,Management,51,2012-04-10,0-1 Miles,2,80k to 120k
22001,M,1,1,Australia,Australia,Pacific,Partial College,Skilled Manual,57,2013-05-04,5-10 Miles,1,40K TO 80K
22002,F,2,0,Australia,Australia,Pacific,Partial College,Clerical,78,2013-08-29,0-1 Miles,2,Below 40k
22003,F,2,1,Australia,Australia,Pacific,Bachelors,Management,78,2013-07-07,5-10 Miles,1,40K TO 80K
22004,F,1,1,Australia,Australia,Pacific,Partial College,Skilled Manual,54,2012-04-09,5-10 Miles,1,40K TO 80K
22005,F,5,0,Australia,Australia,Pacific,Partial College,Skilled Manual,55,2013-12-27,5-10 Miles,3,40K TO 80K
22006,M,5,1,Australia,Australia,Pacific,Partial College,Skilled Manual,55,2013-03-18,5-10 Miles,3,40K TO 80K
22007,F,0,0,Northwest,United States,North America,High School,Skilled Manual,38,2013-12-10,5-10 Miles,2,Below 40k
22008,F,0,0,Canada,Canada,North America,High School,Skilled Manual,40,2011-02-19,0-1 Miles,1,40K TO 80K
22009,M,0,1,Southwest,United States,North America,High School,Skilled Manual,40,2013-03-18,5-10 Miles,1,40K TO 80K
22010,M,0,1,Southwest,United States,North America,High School,Skilled Manual,39,2013-10-28,5-10 Miles,2,40K TO 80K
22011,M,0,0,Northwest,United States,North America,High School,Skilled Manual,34,2013-11-29,0-1 Miles,2,Below 40k
22012,F,0,0,Southwest,United States,North America,High School,Skilled Manual,35,2013-06-30,0-1 Miles,2,Below 40k
22013,M,0,0,Northwest,United States,North America,High School,Skilled Manual,34,2013-12-14,0-1 Miles,2,Below 40k
22014,M,0,1,Canada,Canada,North America,High School,Skilled Manual,35,2013-06-11,5-10 Miles,2,Below 40k
22015,F,0,1,Canada,Canada,North America,High School,Skilled Manual,34,2013-07-08,5-10 Miles,2,Below 40k
22016,M,0,0,Northwest,United States,North America,Partial High School,Clerical,34,2013-12-25,0-1 Miles,2,Below 40k
22017,F,2,0,Australia,Australia,Pacific,Partial College,Clerical,77,2013-06-05,5-10 Miles,2,Below 40k
22018,M,2,1,Australia,Australia,Pacific,Bachelors,Management,78,2013-06-12,0-1 Miles,2,40K TO 80K
22019,F,0,0,Canada,Canada,North America,High School,Skilled Manual,37,2013-02-27,0-1 Miles,2,40K TO 80K
22020,M,2,1,Australia,Australia,Pacific,Bachelors,Management,77,2013-09-26,5-10 Miles,2,40K TO 80K
22021,M,0,0,Northwest,United States,North America,Partial High School,Clerical,37,2013-11-02,5-10 Miles,2,Below 40k
22022,M,0,0,Southwest,United States,North America,Partial High School,Clerical,37,2013-11-12,5-10 Miles,2,Below 40k
22023,M,0,0,Southwest,United States,North America,Partial High School,Clerical,38,2013-03-20,0-1 Miles,2,Below 40k
22024,M,0,1,Southwest,United States,North America,High School,Skilled Manual,38,2013-05-03,5-10 Miles,2,40K TO 80K
22025,F,0,0,Southwest,United States,North America,High School,Skilled Manual,38,2013-07-08,0-1 Miles,2,40K TO 80K
22026,F,0,0,Canada,Canada,North America,Partial High School,Clerical,36,2013-08-29,0-1 Miles,2,Below 40k
22027,M,0,0,Canada,Canada,North America,Partial High School,Clerical,36,2013-05-11,5-10 Miles,2,Below 40k
22028,F,2,0,Australia,Australia,Pacific,Partial College,Clerical,75,2013-02-02,5-10 Miles,2,Below 40k
22029,F,2,1,Australia,Australia,Pacific,Bachelors,Management,75,2013-12-13,5-10 Miles,2,40K TO 80K
22030,F,2,1,Australia,Australia,Pacific,Bachelors,Management,75,2012-04-19,5-10 Miles,2,40K TO 80K
22031,M,2,1,Australia,Australia,Pacific,Bachelors,Management,74,2012-04-13,0-1 Miles,2,40K TO 80K
22032,M,2,1,Australia,Australia,Pacific,Bachelors,Management,72,2012-04-06,0-1 Miles,2,40K TO 80K
22033,M,2,1,Australia,Australia,Pacific,Graduate Degree,Management,73,2012-04-11,5-10 Miles,1,40K TO 80K
22034,M,0,1,Southwest,United States,North America,Partial College,Skilled Manual,39,2013-03-31,5-10 Miles,1,40K TO 80K
22035,M,0,1,Southwest,United States,North America,Partial College,Skilled Manual,38,2013-03-31,5-10 Miles,1,40K TO 80K
22036,F,0,0,Southwest,United States,North America,High School,Skilled Manual,39,2013-12-16,1-2 Miles,2,40K TO 80K
22037,F,0,0,Northwest,United States,North America,High School,Skilled Manual,40,2013-09-14,1-2 Miles,2,40K TO 80K
22038,F,0,1,Southwest,United States,North America,Partial College,Skilled Manual,35,2013-02-04,5-10 Miles,1,40K TO 80K
22039,F,0,1,Southwest,United States,North America,Partial College,Skilled Manual,41,2013-12-13,5-10 Miles,1,40K TO 80K
22040,M,0,0,Southwest,United States,North America,Partial College,Skilled Manual,40,2013-05-16,1-2 Miles,1,40K TO 80K
22041,F,0,0,Canada,Canada,North America,Partial College,Skilled Manual,42,2011-01-29,5-10 Miles,1,40K TO 80K
22042,F,0,1,Southwest,United States,North America,Partial College,Skilled Manual,37,2013-03-18,5-10 Miles,2,40K TO 80K
22043,F,0,0,Southwest,United States,North America,Partial College,Skilled Manual,42,2013-04-06,0-1 Miles,2,40K TO 80K
22044,M,0,0,Southwest,United States,North America,Bachelors,Management,37,2013-04-11,0-1 Miles,1,80k to 120k
22045,M,0,0,Northwest,United States,North America,Bachelors,Management,41,2013-04-13,0-1 Miles,1,80k to 120k
22046,F,0,0,Northwest,United States,North America,Bachelors,Management,36,2013-04-05,0-1 Miles,1,80k to 120k
22047,M,4,1,Southwest,United States,North America,Bachelors,Management,41,2013-09-20,1-2 Miles,1,80k to 120k
22048,F,1,1,Southwest,United States,North America,Bachelors,Management,48,2013-04-09,1-2 Miles,2,80k to 120k
22049,M,0,0,Southwest,United States,North America,Graduate Degree,Management,42,2013-05-05,10+ Miles,1,Above 120k
22050,M,4,1,Canada,Canada,North America,Bachelors,Management,47,2011-02-27,1-2 Miles,1,80k to 120k
22051,F,4,0,Northwest,United States,North America,Partial College,Skilled Manual,46,2013-12-22,1-2 Miles,3,80k to 120k
22052,M,2,1,Southwest,United States,North America,Graduate Degree,Management,41,2013-02-09,1-2 Miles,3,80k to 120k
22053,M,1,0,Southwest,United States,North America,Bachelors,Management,41,2013-10-06,0-1 Miles,4,Above 120k
22054,M,1,1,Southwest,United States,North America,Bachelors,Management,46,2013-04-12,2-5 Miles,4,Above 120k
22055,F,1,1,Southwest,United States,North America,Bachelors,Management,41,2013-02-10,0-1 Miles,4,Above 120k
22056,M,0,0,Northwest,United States,North America,High School,Skilled Manual,36,2013-09-07,1-2 Miles,2,40K TO 80K
22057,M,0,1,Northwest,United States,North America,High School,Skilled Manual,36,2014-01-11,5-10 Miles,2,40K TO 80K
22058,M,0,0,Canada,Canada,North America,High School,Skilled Manual,36,2011-03-02,1-2 Miles,2,40K TO 80K
22059,M,0,1,Canada,Canada,North America,High School,Skilled Manual,37,2013-04-01,5-10 Miles,2,40K TO 80K
22060,M,0,1,Northwest,United States,North America,Partial College,Skilled Manual,36,2013-03-07,5-10 Miles,1,40K TO 80K
22061,F,0,0,Southwest,United States,North America,Partial College,Skilled Manual,36,2013-12-26,1-2 Miles,2,40K TO 80K
22062,M,0,0,Southwest,United States,North America,Partial College,Skilled Manual,37,2013-12-20,1-2 Miles,2,40K TO 80K
22063,F,2,1,Australia,Australia,Pacific,Partial High School,Clerical,69,2014-01-15,5-10 Miles,2,Below 40k
22064,M,4,1,Australia,Australia,Pacific,High School,Skilled Manual,70,2013-02-16,5-10 Miles,2,Below 40k
22065,M,4,0,Australia,Australia,Pacific,High School,Skilled Manual,69,2013-02-26,1-2 Miles,2,Below 40k
22066,F,1,1,Southwest,United States,North America,Graduate Degree,Skilled Manual,38,2013-04-01,1-2 Miles,0,40K TO 80K
22067,F,1,1,Northwest,United States,North America,Graduate Degree,Skilled Manual,38,2013-04-26,0-1 Miles,0,40K TO 80K
22068,M,0,1,Southwest,United States,North America,Partial College,Professional,52,2013-04-12,5-10 Miles,2,80k to 120k
22069,F,0,1,Southwest,United States,North America,Partial College,Professional,46,2013-07-29,5-10 Miles,2,80k to 120k
22070,M,4,1,Southwest,United States,North America,Bachelors,Management,52,2013-08-06,5-10 Miles,0,80k to 120k
22071,M,4,0,Southwest,United States,North America,Bachelors,Management,51,2013-05-07,1-2 Miles,0,80k to 120k
22072,M,2,0,Southwest,United States,North America,Bachelors,Management,51,2013-03-31,0-1 Miles,2,Above 120k
22073,M,5,1,Northwest,United States,North America,Partial College,Professional,52,2013-05-23,5-10 Miles,4,80k to 120k
22074,M,1,1,Northwest,United States,North America,Partial College,Professional,47,2013-04-28,5-10 Miles,4,80k to 120k
22075,M,1,1,Southwest,United States,North America,Bachelors,Management,47,2013-09-27,5-10 Miles,1,80k to 120k
22076,M,1,1,Southwest,United States,North America,Bachelors,Management,47,2013-05-26,1-2 Miles,2,80k to 120k
22077,M,1,1,Southwest,United States,North America,Bachelors,Management,52,2013-04-06,5-10 Miles,3,80k to 120k
22078,M,1,1,Southwest,United States,North America,Partial College,Professional,47,2013-04-28,5-10 Miles,4,Above 120k
22079,F,5,1,Canada,Canada,North America,Partial College,Professional,48,2013-10-09,5-10 Miles,3,40K TO 80K
22080,F,5,1,Canada,Canada,North America,Partial College,Professional,48,2013-11-28,1-2 Miles,3,40K TO 80K
22081,F,3,1,Northwest,United States,North America,Partial College,Professional,48,2013-04-05,1-2 Miles,4,80k to 120k
22082,M,1,1,Southwest,United States,North America,Bachelors,Management,48,2013-04-13,5-10 Miles,3,80k to 120k
22083,M,1,1,Southwest,United States,North America,Bachelors,Management,54,2013-08-27,2-5 Miles,3,80k to 120k
22084,M,1,1,Southwest,United States,North America,Partial College,Professional,48,2013-10-08,5-10 Miles,4,80k to 120k
22085,F,1,1,Southwest,United States,North America,Partial College,Professional,48,2013-08-05,5-10 Miles,4,80k to 120k
22086,F,1,1,Southwest,United States,North America,Partial College,Professional,53,2013-06-12,5-10 Miles,4,80k to 120k
22087,F,1,1,Southwest,United States,North America,High School,Professional,48,2013-07-10,2-5 Miles,4,Above 120k
22088,F,1,1,Southwest,United States,North America,Bachelors,Management,54,2013-04-14,0-1 Miles,2,Above 120k
22089,M,1,1,Southwest,United States,North America,Bachelors,Management,54,2013-04-08,0-1 Miles,3,Above 120k
22090,F,4,1,Southwest,United States,North America,High School,Professional,59,2013-02-09,1-2 Miles,0,40K TO 80K
22091,F,3,1,Northwest,United States,North America,Partial College,Professional,59,2013-04-25,5-10 Miles,1,80k to 120k
22092,F,2,1,Northwest,United States,North America,High School,Professional,60,2013-04-12,10+ Miles,1,80k to 120k
22093,F,2,1,Northwest,United States,North America,High School,Professional,60,2013-05-16,10+ Miles,1,80k to 120k
22094,M,2,1,Northwest,United States,North America,High School,Professional,60,2013-05-08,10+ Miles,1,80k to 120k
22095,M,2,1,Canada,Canada,North America,High School,Professional,59,2013-11-10,10+ Miles,1,80k to 120k
22096,M,2,1,Northwest,United States,North America,Partial High School,Skilled Manual,61,2013-05-03,5-10 Miles,2,40K TO 80K
22097,M,3,1,Canada,Canada,North America,Partial College,Professional,74,2013-02-16,5-10 Miles,2,40K TO 80K
22098,F,2,0,Northwest,United States,North America,Graduate Degree,Management,79,2013-06-28,1-2 Miles,2,40K TO 80K
22099,M,4,1,Southwest,United States,North America,Graduate Degree,Management,80,2013-05-13,1-2 Miles,2,80k to 120k
22100,M,5,1,Canada,Canada,North America,Partial College,Professional,38,2013-08-08,1-2 Miles,3,80k to 120k
22101,F,4,0,Northwest,United States,North America,High School,Professional,49,2013-10-06,1-2 Miles,3,80k to 120k
22102,M,0,1,Northwest,United States,North America,Partial College,Professional,49,2013-10-06,1-2 Miles,1,80k to 120k
22103,F,3,0,Southwest,United States,North America,Partial College,Professional,49,2013-05-23,2-5 Miles,4,80k to 120k
22104,M,4,1,Southwest,United States,North America,Partial College,Professional,55,2013-05-07,5-10 Miles,4,80k to 120k
22105,F,5,1,Southwest,United States,North America,High School,Professional,55,2014-01-01,2-5 Miles,2,Above 120k
22106,F,1,1,Southwest,United States,North America,Partial College,Professional,44,2013-05-11,0-1 Miles,2,Above 120k
22107,M,2,0,Canada,Canada,North America,Partial High School,Skilled Manual,55,2013-06-12,1-2 Miles,2,40K TO 80K
22108,M,2,0,Southwest,United States,North America,Partial High School,Skilled Manual,61,2013-04-18,1-2 Miles,2,40K TO 80K
22109,M,2,0,Canada,Canada,North America,Partial High School,Skilled Manual,61,2011-03-19,1-2 Miles,2,40K TO 80K
22110,M,2,1,Northwest,United States,North America,Partial High School,Skilled Manual,60,2013-12-24,5-10 Miles,2,40K TO 80K
22111,F,2,0,Southwest,United States,North America,Partial High School,Skilled Manual,60,2013-12-01,1-2 Miles,2,40K TO 80K
22112,F,3,1,Canada,Canada,North America,Partial High School,Skilled Manual,60,2011-03-27,5-10 Miles,2,40K TO 80K
22113,F,3,1,Northwest,United States,North America,Graduate Degree,Management,56,2013-05-17,5-10 Miles,2,40K TO 80K
22114,M,3,1,Canada,Canada,North America,Graduate Degree,Management,61,2011-03-01,5-10 Miles,2,40K TO 80K
22115,M,3,0,Northwest,United States,North America,Graduate Degree,Management,62,2013-05-07,1-2 Miles,2,40K TO 80K
22116,M,3,1,Southwest,United States,North America,Graduate Degree,Management,56,2013-05-28,5-10 Miles,2,40K TO 80K
22117,F,3,1,Canada,Canada,North America,Graduate Degree,Management,62,2011-03-22,1-2 Miles,2,40K TO 80K
22118,F,3,1,Canada,Canada,North America,Graduate Degree,Management,62,2011-04-22,5-10 Miles,2,40K TO 80K
22119,F,3,1,Southwest,United States,North America,Graduate Degree,Management,56,2013-05-28,1-2 Miles,2,40K TO 80K
22120,F,3,1,Canada,Canada,North America,Graduate Degree,Management,61,2011-04-28,5-10 Miles,2,40K TO 80K
22121,M,3,0,Canada,Canada,North America,Partial College,Professional,63,2011-05-18,1-2 Miles,2,40K TO 80K
22122,F,3,1,Northwest,United States,North America,Partial College,Professional,62,2013-04-13,5-10 Miles,2,40K TO 80K
22123,F,3,1,Southwest,United States,North America,Graduate Degree,Management,78,2013-05-24,10+ Miles,2,40K TO 80K
22124,F,3,1,Central,United States,North America,Graduate Degree,Management,77,2013-11-12,10+ Miles,2,40K TO 80K
22125,M,3,1,Southwest,United States,North America,Graduate Degree,Management,78,2013-03-11,10+ Miles,2,40K TO 80K
22126,F,3,0,Southwest,United States,North America,Graduate Degree,Management,77,2013-08-20,1-2 Miles,2,40K TO 80K
22127,M,3,1,Southwest,United States,North America,Graduate Degree,Management,71,2013-05-09,1-2 Miles,2,40K TO 80K
22128,F,4,1,Canada,Canada,North America,Graduate Degree,Management,77,2011-05-26,1-2 Miles,2,40K TO 80K
22129,F,4,1,Southwest,United States,North America,Graduate Degree,Management,76,2013-05-13,10+ Miles,2,40K TO 80K
22130,M,5,1,Southwest,United States,North America,Graduate Degree,Management,71,2013-05-09,1-2 Miles,2,40K TO 80K
22131,F,5,1,Southwest,United States,North America,Graduate Degree,Management,77,2013-05-19,10+ Miles,2,40K TO 80K
22132,F,5,1,Southwest,United States,North America,Graduate Degree,Management,77,2013-05-28,10+ Miles,2,40K TO 80K
22133,M,4,1,Northwest,United States,North America,Graduate Degree,Management,76,2013-05-19,1-2 Miles,2,80k to 120k
22134,M,3,1,Southwest,United States,North America,Graduate Degree,Management,75,2013-09-25,10+ Miles,2,40K TO 80K
22135,F,5,1,Northwest,United States,North America,Graduate Degree,Management,76,2013-05-06,10+ Miles,2,40K TO 80K
22136,M,4,1,Southwest,United States,North America,Graduate Degree,Management,75,2013-05-06,5-10 Miles,2,80k to 120k
22137,F,3,1,Southwest,United States,North America,Graduate Degree,Management,75,2013-12-05,10+ Miles,2,40K TO 80K
22138,F,4,1,Southwest,United States,North America,Graduate Degree,Management,74,2013-04-17,5-10 Miles,2,80k to 120k
22139,M,4,1,Southwest,United States,North America,Bachelors,Management,69,2013-05-12,1-2 Miles,2,80k to 120k
22140,F,4,1,Northwest,United States,North America,Bachelors,Management,73,2013-12-25,1-2 Miles,2,40K TO 80K
22141,M,4,1,Canada,Canada,North America,Bachelors,Management,68,2013-08-26,10+ Miles,2,40K TO 80K
22142,M,4,1,Southwest,United States,North America,Bachelors,Management,74,2013-03-27,10+ Miles,2,40K TO 80K
22143,F,4,1,Canada,Canada,North America,Bachelors,Management,73,2013-02-15,10+ Miles,2,40K TO 80K
22144,M,3,1,Canada,Canada,North America,Graduate Degree,Management,74,2013-07-13,1-2 Miles,2,40K TO 80K
22145,M,3,1,Southwest,United States,North America,Graduate Degree,Management,74,2013-03-22,10+ Miles,2,40K TO 80K
22146,M,4,1,Southwest,United States,North America,Bachelors,Management,67,2013-12-11,10+ Miles,2,40K TO 80K
22147,M,2,1,Australia,Australia,Pacific,Partial High School,Clerical,68,2013-08-24,5-10 Miles,2,Below 40k
22148,F,2,1,Australia,Australia,Pacific,Partial High School,Clerical,68,2013-06-22,5-10 Miles,2,Below 40k
22149,M,4,1,Australia,Australia,Pacific,High School,Skilled Manual,67,2013-12-30,5-10 Miles,2,Below 40k
22150,M,2,0,Australia,Australia,Pacific,Partial College,Clerical,68,2013-03-11,5-10 Miles,2,Below 40k
22151,M,2,1,Australia,Australia,Pacific,Partial High School,Clerical,66,2013-09-08,5-10 Miles,2,Below 40k
22152,M,0,1,Southwest,United States,North America,Partial College,Skilled Manual,37,2013-12-07,5-10 Miles,2,40K TO 80K
22153,F,0,0,Southwest,United States,North America,Partial College,Skilled Manual,36,2013-05-28,0-1 Miles,2,40K TO 80K
22154,F,0,1,Canada,Canada,North America,Partial High School,Clerical,38,2013-02-04,5-10 Miles,2,40K TO 80K
22155,M,2,1,Australia,Australia,Pacific,Partial High School,Clerical,66,2013-09-07,5-10 Miles,2,Below 40k
22156,F,3,0,Australia,Australia,Pacific,Partial College,Clerical,67,2013-03-06,5-10 Miles,2,Below 40k
22157,F,0,0,Northwest,United States,North America,Partial High School,Clerical,37,2013-10-08,5-10 Miles,2,40K TO 80K
22158,F,0,1,Northwest,United States,North America,Partial High School,Clerical,38,2013-06-06,5-10 Miles,2,40K TO 80K
22159,M,0,0,Northwest,United States,North America,Partial College,Skilled Manual,38,2013-12-11,5-10 Miles,1,40K TO 80K
22160,M,0,0,Northwest,United States,North America,Partial College,Skilled Manual,37,2013-06-03,1-2 Miles,1,40K TO 80K
22161,F,0,0,Southwest,United States,North America,Partial College,Skilled Manual,37,2013-12-20,1-2 Miles,2,40K TO 80K
22162,M,0,1,Southwest,United States,North America,Partial College,Skilled Manual,38,2013-06-05,5-10 Miles,2,40K TO 80K
22163,F,0,1,Southwest,United States,North America,Partial College,Skilled Manual,38,2013-02-04,5-10 Miles,2,40K TO 80K
22164,F,0,0,Southwest,United States,North America,Partial College,Skilled Manual,37,2013-06-10,0-1 Miles,2,40K TO 80K
22165,M,0,0,Southwest,United States,North America,Partial College,Skilled Manual,38,2013-05-18,1-2 Miles,2,40K TO 80K
22166,F,0,0,Northwest,United States,North America,Partial College,Skilled Manual,38,2013-06-12,1-2 Miles,2,40K TO 80K
22167,F,2,1,Australia,Australia,Pacific,Partial High School,Clerical,60,2013-02-10,5-10 Miles,2,Below 40k
