,CustomerKey,AverageVisitPerMonth,AverageSpentEachMonth,TotalVisit,TotalMonth,Gender,TotalChildren,HouseOwnerFlag,SalesTerritoryRegion,SalesTerritoryCountry,SalesTerritoryGroup,EnglishEducation,EnglishOccupation,Age,DateFirstPurchase,CommuteDistance,NumberCarsOwned,YearlyIncomeBand,TotalOrderNumber,TotalSpent,TotalProfit,TotalTransaction,AverageBasket,ChurnTarget
1026,21626,3,134.98,3,1,F,5,1,Northwest,United States,North America,Graduate Degree,Professional,40,2013-09-11,0-1 Miles,2,40K TO 80K,3,134.98,84.4974,1,3,0
1028,20793,3,1205.47,3,1,M,0,1,France,France,Europe,Graduate Degree,Manual,44,2013-08-24,0-1 Miles,0,Below 40k,3,1205.47,440.8116,1,3,0
1029,21231,1,1968.2712,3,2,F,2,1,Australia,Australia,Pacific,Bachelors,Management,62,2012-02-24,0-1 Miles,1,40K TO 80K,3,3936.5425,1491.7764,2,1,0
1031,26140,2,958.73,4,2,F,0,0,Australia,Australia,Pacific,Graduate Degree,Management,48,2012-03-22,1-2 Miles,1,80k to 120k,4,1917.46,712.445,2,2,0
1032,25499,2,38.98,2,1,F,3,1,United Kingdom,United Kingdom,Europe,Partial College,Clerical,35,2013-12-03,0-1 Miles,2,Below 40k,2,38.98,24.4014,1,2,0
1033,12718,4,103.96,4,1,F,0,1,France,France,Europe,Partial College,Clerical,40,2013-11-12,2-5 Miles,1,Below 40k,4,103.96,43.6988,1,4,0
1035,12280,2,2961.615,5,2,F,0,0,France,France,Europe,Bachelors,Clerical,39,2011-05-13,0-1 Miles,0,Below 40k,5,5923.23,2481.2656,2,2,0
1038,17922,3,2410.86,6,2,M,0,1,Australia,Australia,Pacific,Bachelors,Clerical,37,2011-04-29,0-1 Miles,0,Below 40k,6,4821.72,1869.9788,2,3,0
1039,17627,2,1510.5112,5,2,M,1,1,United Kingdom,United Kingdom,Europe,Bachelors,Skilled Manual,40,2012-05-30,0-1 Miles,0,40K TO 80K,5,3021.0225,1254.3914,2,2,0
1040,24869,2,39.98,2,1,M,4,0,United Kingdom,United Kingdom,Europe,High School,Professional,64,2013-09-23,10+ Miles,3,Above 120k,2,39.98,25.0274,1,2,0
1042,11244,3,1793.9375,12,4,F,2,0,United Kingdom,United Kingdom,Europe,Bachelors,Management,52,2011-02-12,0-1 Miles,3,Above 120k,12,7175.75,3124.4586,4,3,0
1045,24228,3,15.23,3,1,M,3,0,Australia,Australia,Pacific,High School,Skilled Manual,70,2013-11-11,1-2 Miles,2,Below 40k,3,15.23,9.5339,1,3,0
1046,16153,2,39.98,2,1,M,5,1,Northwest,United States,North America,Graduate Degree,Professional,57,2013-08-12,2-5 Miles,1,40K TO 80K,2,39.98,25.0274,1,2,0
1047,24666,1,2185.305,3,2,F,2,0,Canada,Canada,North America,High School,Professional,67,2011-12-14,2-5 Miles,2,40K TO 80K,3,4370.61,1699.3787,2,1,0
1048,13846,1,2966.625,3,2,F,1,1,United Kingdom,United Kingdom,Europe,Bachelors,Skilled Manual,40,2011-03-30,0-1 Miles,0,40K TO 80K,3,5933.25,2483.25,2,1,0
1049,12154,2,2399.265,5,2,F,3,1,Canada,Canada,North America,Partial College,Professional,53,2013-03-14,2-5 Miles,0,80k to 120k,5,4798.53,2015.6407,2,2,0
1051,23395,3,553.97,3,1,M,0,1,Southwest,United States,North America,Graduate Degree,Professional,48,2013-09-13,2-5 Miles,1,40K TO 80K,3,553.97,205.0918,1,3,0
1052,14882,3,1854.5782,3,1,F,1,1,Southwest,United States,North America,Bachelors,Skilled Manual,56,2011-11-16,2-5 Miles,1,Below 40k,3,1854.5782,715.2658,2,1,0
1053,12011,3,2367.905,6,2,F,2,0,Australia,Australia,Pacific,Partial College,Clerical,80,2011-12-01,5-10 Miles,2,Below 40k,6,4735.81,2052.3395,3,2,0
1054,23538,1,2099.165,3,2,M,0,0,Australia,Australia,Pacific,Bachelors,Professional,40,2012-08-22,5-10 Miles,2,40K TO 80K,3,4198.33,1555.4613,2,1,0
1056,27663,2,3023.66,4,2,M,1,0,Southwest,United States,North America,Graduate Degree,Management,49,2011-01-25,0-1 Miles,2,Above 120k,4,6047.32,2342.5093,2,2,0
1057,13720,2,1155.48,2,1,M,3,0,Canada,Canada,North America,Partial High School,Manual,60,2013-09-13,1-2 Miles,2,Below 40k,2,1155.48,429.3139,1,2,0
1059,11370,1,39.985,3,2,F,0,1,Australia,Australia,Pacific,Bachelors,Clerical,37,2013-07-13,0-1 Miles,0,Below 40k,3,79.97,30.2651,2,1,0
1060,14049,3,1763.5598,9,3,F,1,1,Australia,Australia,Pacific,Bachelors,Professional,52,2012-07-31,5-10 Miles,1,40K TO 80K,9,5290.6796,2391.3594,3,3,0
1066,21921,1,2071.375,3,2,M,1,1,Canada,Canada,North America,Partial College,Skilled Manual,53,2011-02-20,0-1 Miles,1,40K TO 80K,3,4142.75,1618.6469,2,1,0
1067,19193,2,804.6987,5,2,M,2,1,United Kingdom,United Kingdom,Europe,Partial College,Clerical,44,2012-02-18,1-2 Miles,0,40K TO 80K,5,1609.3975,661.9937,2,2,0
1068,21357,3,1205.47,3,1,F,3,1,Northwest,United States,North America,Graduate Degree,Management,74,2013-09-29,10+ Miles,2,40K TO 80K,3,1205.47,440.8116,1,3,0
1070,14318,2,69.225,5,2,M,5,1,Australia,Australia,Pacific,Partial College,Skilled Manual,52,2013-03-11,5-10 Miles,2,40K TO 80K,5,138.45,66.8735,2,2,0
1071,28868,2,28.98,2,1,M,0,1,Southwest,United States,North America,Partial College,Skilled Manual,41,2013-12-24,5-10 Miles,1,40K TO 80K,2,28.98,18.1414,1,2,0
1072,24540,3,69.97,3,1,F,3,1,United Kingdom,United Kingdom,Europe,Partial High School,Professional,53,2013-06-09,5-10 Miles,4,Above 120k,3,69.97,43.8011,1,3,0
1078,20355,2,78.98,2,1,F,2,0,Northwest,United States,North America,Partial High School,Skilled Manual,61,2013-10-02,1-2 Miles,2,80k to 120k,2,78.98,49.4414,1,2,0
1079,15194,3,1586.97,6,2,M,2,0,Southwest,United States,North America,Bachelors,Management,43,2012-01-18,0-1 Miles,3,Above 120k,6,3173.94,1395.0748,2,3,0
1080,22190,3,37.27,3,1,M,0,0,Southwest,United States,North America,Partial College,Professional,39,2013-10-22,1-2 Miles,2,40K TO 80K,3,37.27,23.3309,1,3,0
1081,29011,2,2167.3,4,2,F,4,1,Southwest,United States,North America,Partial College,Professional,65,2011-05-31,10+ Miles,2,40K TO 80K,4,4334.6,1696.6324,2,2,0
1082,16027,3,3826.3996,3,1,F,2,0,Australia,Australia,Pacific,Partial College,Clerical,63,2012-12-07,1-2 Miles,2,Below 40k,3,3826.3996,1584.4614,2,1,0
1084,23664,2,1970.7662,4,2,F,0,0,Australia,Australia,Pacific,High School,Management,39,2012-09-13,10+ Miles,4,80k to 120k,4,3941.5325,1492.9241,2,2,0
1085,27537,2,2234.7348,4,2,F,4,1,Southwest,United States,North America,Bachelors,Professional,46,2012-12-05,2-5 Miles,2,40K TO 80K,4,4469.4696,1864.4472,2,2,0
1086,18881,3,2359.98,3,1,F,5,1,Northwest,United States,North America,Graduate Degree,Management,74,2013-12-23,10+ Miles,2,40K TO 80K,3,2359.98,1079.4042,1,3,0
1088,27394,2,30.48,2,1,M,4,0,Northwest,United States,North America,Bachelors,Management,72,2013-09-04,1-2 Miles,2,40K TO 80K,2,30.48,15.5204,1,2,0
1089,11573,1,34.99,1,1,F,2,1,United Kingdom,United Kingdom,Europe,High School,Manual,44,2013-07-27,0-1 Miles,1,Below 40k,1,34.99,21.9037,1,1,0
1092,27866,3,2398.05,3,1,M,0,0,Australia,Australia,Pacific,High School,Manual,37,2013-07-06,0-1 Miles,2,Below 40k,3,2398.05,910.8835,1,3,0
1093,26847,3,60.47,3,1,M,3,0,Germany,Germany,Europe,High School,Manual,51,2013-10-20,0-1 Miles,0,Below 40k,3,60.47,37.8541,1,3,0
1094,25373,3,71.58,3,1,F,1,1,Southwest,United States,North America,Graduate Degree,Skilled Manual,36,2013-09-23,1-2 Miles,0,40K TO 80K,3,71.58,44.809,1,3,0
1095,21483,3,1205.47,3,1,F,2,1,Northwest,United States,North America,Partial College,Professional,66,2013-10-16,2-5 Miles,2,40K TO 80K,3,1205.47,440.8116,1,3,0
1096,14991,3,3353.285,6,2,M,0,0,United Kingdom,United Kingdom,Europe,Partial College,Clerical,39,2011-07-19,0-1 Miles,1,Below 40k,6,6706.57,2779.9824,3,2,0
1097,27411,2,23.78,2,1,M,2,1,Northwest,United States,North America,High School,Professional,67,2013-06-04,10+ Miles,2,40K TO 80K,2,23.78,14.8862,1,2,0
1098,20919,2,6.28,2,1,F,2,1,France,France,Europe,Partial College,Clerical,40,2014-01-08,0-1 Miles,2,Below 40k,2,6.28,3.9312,1,2,0
1100,23521,1,21.98,1,1,F,5,1,Australia,Australia,Pacific,Bachelors,Professional,52,2013-08-16,10+ Miles,3,40K TO 80K,1,21.98,13.7595,1,1,0
1101,13611,3,38.88,3,1,M,4,1,France,France,Europe,High School,Management,67,2014-01-05,10+ Miles,3,80k to 120k,3,38.88,24.3388,1,3,0
1104,22957,2,39.98,2,1,F,5,1,Australia,Australia,Pacific,Partial College,Skilled Manual,47,2013-08-11,0-1 Miles,2,40K TO 80K,2,39.98,25.0274,1,2,0
1105,13156,2,1331.8448,4,2,M,2,0,Australia,Australia,Pacific,Partial College,Clerical,69,2012-06-18,0-1 Miles,2,Below 40k,4,2663.6896,1227.413,2,2,0
1107,18065,1,77.735,3,2,F,5,1,Canada,Canada,North America,Bachelors,Management,70,2013-09-04,2-5 Miles,2,40K TO 80K,3,155.47,97.3242,2,1,0
1111,25937,5,1299.5582,5,1,M,2,1,Australia,Australia,Pacific,Partial High School,Clerical,60,2011-11-07,1-2 Miles,2,Below 40k,5,1299.5582,520.1464,2,2,0
1112,29246,4,88.46,4,1,M,1,0,Southwest,United States,North America,Bachelors,Management,53,2013-09-30,2-5 Miles,4,Above 120k,4,88.46,55.3758,1,4,0
1115,15572,1,34.85,5,3,F,1,1,Canada,Canada,North America,Bachelors,Professional,57,2013-07-03,2-5 Miles,1,40K TO 80K,5,104.55,65.4482,3,1,0
1117,19900,2,27.28,2,1,F,2,1,Germany,Germany,Europe,High School,Professional,58,2013-08-27,5-10 Miles,4,Above 120k,2,27.28,17.0772,1,2,0
1118,14630,1,4.99,1,1,M,1,1,Southwest,United States,North America,Partial College,Skilled Manual,53,2013-11-02,2-5 Miles,1,40K TO 80K,1,4.99,3.1237,1,1,0
1119,11682,2,126.49,4,2,F,5,0,Northwest,United States,North America,Graduate Degree,Professional,40,2013-09-05,0-1 Miles,2,40K TO 80K,4,252.98,136.9854,2,2,0
1120,16010,2,7.28,2,1,F,2,1,Southwest,United States,North America,Graduate Degree,Management,75,2013-07-29,5-10 Miles,3,Above 120k,2,7.28,4.5572,1,2,0
1122,22502,2,1735.98,2,1,F,0,1,United Kingdom,United Kingdom,Europe,Bachelors,Professional,48,2013-08-29,0-1 Miles,0,40K TO 80K,2,1735.98,640.3837,1,2,0
1123,28994,1,24.99,1,1,M,5,0,Southwest,United States,North America,High School,Professional,69,2013-07-27,2-5 Miles,4,40K TO 80K,1,24.99,15.6437,1,1,0
1124,15901,1,688.485,3,2,F,2,0,Northwest,United States,North America,Partial College,Professional,65,2012-11-02,2-5 Miles,2,40K TO 80K,3,1376.97,554.1114,2,1,0
1127,19319,2,1281.23,4,2,M,1,0,France,France,Europe,Bachelors,Clerical,42,2012-07-29,0-1 Miles,1,Below 40k,4,2562.46,942.5118,2,2,0
1129,17155,2,13.98,2,1,M,2,1,Southwest,United States,North America,Partial College,Professional,66,2013-08-02,10+ Miles,0,40K TO 80K,2,13.98,5.1914,1,2,0
1130,27975,3,83.47,3,1,M,0,1,Australia,Australia,Pacific,Bachelors,Professional,43,2013-09-11,10+ Miles,3,80k to 120k,3,83.47,30.8721,1,3,0
1131,23083,5,49.9,5,1,M,0,0,Canada,Canada,North America,Partial High School,Clerical,38,2013-08-04,5-10 Miles,2,40K TO 80K,5,49.9,31.2373,1,5,0
1132,16591,2,68.98,4,2,M,3,1,United Kingdom,United Kingdom,Europe,Bachelors,Management,50,2013-06-23,0-1 Miles,4,Above 120k,4,137.96,61.4228,2,2,0
1133,14427,3,2817.0866,10,3,M,3,1,United Kingdom,United Kingdom,Europe,Partial College,Professional,59,2011-04-06,5-10 Miles,3,Above 120k,10,8451.26,3449.4323,3,3,0
1134,25247,1,4.99,1,1,F,5,1,Australia,Australia,Pacific,Partial College,Skilled Manual,49,2013-11-27,10+ Miles,3,40K TO 80K,1,4.99,3.1237,1,1,0
1135,11447,2,2692.6733,6,3,F,0,1,Australia,Australia,Pacific,Bachelors,Professional,40,2011-06-28,10+ Miles,4,40K TO 80K,6,8078.02,3433.4815,3,2,0
1136,17939,3,37.27,3,1,F,1,0,France,France,Europe,High School,Manual,56,2014-01-03,2-5 Miles,1,Below 40k,3,37.27,23.3309,1,3,0
1137,18629,1,24.99,1,1,M,0,1,United Kingdom,United Kingdom,Europe,Partial High School,Manual,44,2013-08-20,1-2 Miles,2,Below 40k,1,24.99,15.6437,1,1,0
1139,16465,3,1635.895,7,2,F,0,0,United Kingdom,United Kingdom,Europe,Partial High School,Manual,40,2012-03-23,0-1 Miles,2,Below 40k,7,3271.79,1307.6177,2,3,0
1140,25121,1,1077.9587,3,2,M,1,1,Australia,Australia,Pacific,Graduate Degree,Management,45,2012-10-26,2-5 Miles,1,80k to 120k,3,2155.9175,824.1022,2,1,0
1141,26956,4,607.96,4,1,F,0,0,United Kingdom,United Kingdom,Europe,Partial College,Manual,40,2013-07-05,2-5 Miles,1,Below 40k,4,607.96,217.5095,1,4,0
1142,16136,1,564.99,1,1,M,0,0,Northwest,United States,North America,Partial College,Skilled Manual,48,2013-11-27,2-5 Miles,1,40K TO 80K,1,564.99,256.7721,1,1,0
1143,24792,2,2419.06,2,1,M,1,1,Southwest,United States,North America,Bachelors,Skilled Manual,44,2013-09-28,2-5 Miles,1,40K TO 80K,2,2419.06,924.0358,1,2,0
1144,29120,3,49.97,3,1,F,1,1,Australia,Australia,Pacific,Bachelors,Management,57,2013-06-08,2-5 Miles,4,80k to 120k,3,49.97,31.2811,1,3,0
1145,20464,3,22.93,3,1,F,2,1,Northwest,United States,North America,Partial College,Professional,58,2013-06-23,0-1 Miles,0,40K TO 80K,3,22.93,14.3541,1,3,0
1146,22628,4,562.96,4,1,M,1,1,Germany,Germany,Europe,Partial College,Manual,47,2013-06-04,2-5 Miles,1,Below 40k,4,562.96,210.7195,1,4,0
1147,18300,1,32.44,3,2,F,1,1,Australia,Australia,Pacific,Partial College,Skilled Manual,53,2013-04-15,5-10 Miles,1,40K TO 80K,3,64.88,40.6148,2,1,0
1148,21938,2,14.98,2,1,F,4,1,Northwest,United States,North America,Bachelors,Professional,50,2013-08-13,2-5 Miles,1,40K TO 80K,2,14.98,9.3774,1,2,0
1149,17610,2,39.98,2,1,F,3,1,Southwest,United States,North America,Bachelors,Skilled Manual,49,2013-06-10,2-5 Miles,1,80k to 120k,2,39.98,25.0274,1,2,0
1151,13282,2,56.97,2,1,F,4,1,Southwest,United States,North America,Partial College,Professional,40,2013-11-27,2-5 Miles,4,Above 120k,2,56.97,35.6632,1,2,0
1153,11118,2,41.2666,8,3,M,1,0,Australia,Australia,Pacific,Partial College,Skilled Manual,58,2013-07-10,0-1 Miles,1,80k to 120k,8,123.8,77.4986,3,2,0
1156,28430,3,42.97,3,1,M,0,1,Germany,Germany,Europe,Partial High School,Manual,40,2013-08-05,0-1 Miles,2,Below 40k,3,42.97,23.3391,1,3,0
1158,12592,2,25.98,4,2,F,4,1,United Kingdom,United Kingdom,Europe,Graduate Degree,Clerical,53,2013-06-27,0-1 Miles,0,Below 40k,4,51.96,25.4068,2,2,0
1159,14756,2,794.2841,4,2,M,1,1,Southwest,United States,North America,Partial College,Clerical,58,2011-10-26,0-1 Miles,1,40K TO 80K,4,1588.5682,690.9749,2,2,0
1161,21248,2,34.98,2,1,M,2,1,Australia,Australia,Pacific,Bachelors,Management,77,2013-08-10,5-10 Miles,2,40K TO 80K,2,34.98,21.8974,1,2,0
1163,14324,4,5121.4282,4,1,F,1,1,Australia,Australia,Pacific,Partial College,Skilled Manual,58,2012-09-04,5-10 Miles,1,40K TO 80K,4,5121.4282,2289.1058,3,1,0
1164,19897,3,596.96,3,1,F,4,1,Southwest,United States,North America,Partial College,Professional,62,2013-11-19,10+ Miles,1,40K TO 80K,3,596.96,281.0735,1,3,0
1165,24165,1,1523.42,3,2,M,0,0,Australia,Australia,Pacific,High School,Manual,38,2012-10-24,0-1 Miles,2,Below 40k,3,3046.84,1160.655,2,1,0
1167,17195,2,1665.3337,4,2,M,5,1,France,France,Europe,High School,Professional,71,2012-04-02,10+ Miles,2,40K TO 80K,4,3330.6675,1455.569,2,2,0
1170,28433,1,32.6,1,1,F,0,0,France,France,Europe,High School,Manual,39,2013-12-22,2-5 Miles,1,Below 40k,1,32.6,20.4076,1,1,0
1171,11453,2,2725.66,6,3,M,0,0,Australia,Australia,Pacific,Bachelors,Professional,36,2011-07-15,10+ Miles,3,80k to 120k,6,8176.98,3494.7023,3,2,0
1172,21463,3,23.97,3,1,M,5,1,Southwest,United States,North America,Bachelors,Management,69,2013-08-07,2-5 Miles,2,40K TO 80K,3,23.97,11.4451,1,3,0
1174,25562,1,619.5441,2,2,F,0,1,Australia,Australia,Pacific,Bachelors,Clerical,35,2011-04-08,0-1 Miles,0,Below 40k,2,1239.0882,482.2923,2,1,0
1175,25639,3,1228.83,3,1,M,2,1,France,France,Europe,Partial College,Clerical,49,2013-10-17,0-1 Miles,1,Below 40k,3,1228.83,468.4506,1,3,0
1176,14155,1,2996.63,3,2,F,0,1,United Kingdom,United Kingdom,Europe,Graduate Degree,Clerical,39,2011-04-28,0-1 Miles,0,40K TO 80K,3,5993.26,2525.1045,2,1,0
1177,12927,2,54.23,5,2,F,4,1,Southwest,United States,North America,Graduate Degree,Professional,49,2013-04-27,2-5 Miles,0,40K TO 80K,5,108.46,64.3358,2,2,0
1178,15798,2,49.48,4,2,F,0,0,Australia,Australia,Pacific,Bachelors,Professional,50,2013-04-12,5-10 Miles,1,40K TO 80K,4,98.96,61.9488,2,2,0
1180,15629,2,39.98,2,1,F,0,1,Germany,Germany,Europe,Partial High School,Manual,43,2013-12-31,1-2 Miles,2,Below 40k,2,39.98,25.0274,1,2,0
1181,13096,4,76.8933,13,3,M,2,0,Canada,Canada,North America,High School,Professional,57,2013-10-15,1-2 Miles,2,40K TO 80K,13,230.68,140.8453,4,3,0
1182,24334,2,574.98,2,1,F,1,1,Southwest,United States,North America,Bachelors,Professional,52,2013-12-12,2-5 Miles,1,40K TO 80K,2,574.98,218.2441,1,2,0
1183,26867,3,1728.27,3,1,M,1,1,Germany,Germany,Europe,Bachelors,Skilled Manual,51,2013-12-03,0-1 Miles,0,40K TO 80K,3,1728.27,635.5572,1,3,0
1185,25808,4,77.96,4,1,F,5,1,France,France,Europe,Partial High School,Skilled Manual,68,2013-09-19,10+ Miles,2,80k to 120k,4,77.96,45.2428,1,4,0
1186,20235,2,34.98,2,1,M,4,1,Australia,Australia,Pacific,Bachelors,Professional,51,2013-12-13,5-10 Miles,3,40K TO 80K,2,34.98,21.8974,1,2,0
1188,18669,1,69.99,1,1,M,2,1,Southwest,United States,North America,Partial College,Clerical,56,2013-08-08,0-1 Miles,1,40K TO 80K,1,69.99,43.8137,1,1,0
1189,11530,2,63.7555,26,9,M,1,1,Canada,Canada,North America,Partial College,Clerical,57,2013-01-28,1-2 Miles,1,40K TO 80K,26,573.8,307.3419,16,1,0
1190,22691,3,2457.33,3,1,M,1,1,France,France,Europe,Bachelors,Skilled Manual,53,2013-10-17,0-1 Miles,1,40K TO 80K,3,2457.33,897.1535,1,3,0
1192,28264,1,2998.665,3,2,F,4,0,Northwest,United States,North America,Partial College,Professional,53,2011-04-26,1-2 Miles,1,80k to 120k,3,5997.33,2331.0116,2,1,0
1193,22937,1,2089.665,3,2,M,1,0,Australia,Australia,Pacific,Bachelors,Professional,48,2012-06-28,0-1 Miles,1,40K TO 80K,3,4179.33,1564.9473,2,1,0
1195,19651,4,59.25,4,1,M,2,1,Australia,Australia,Pacific,Bachelors,Management,75,2014-01-05,5-10 Miles,2,40K TO 80K,4,59.25,37.0904,1,4,0
1197,22353,2,39.98,2,1,F,2,1,Canada,Canada,North America,High School,Skilled Manual,58,2013-07-20,1-2 Miles,2,Below 40k,2,39.98,25.0274,1,2,0
1199,21125,3,27.77,3,1,M,0,1,France,France,Europe,Partial College,Clerical,39,2013-09-01,2-5 Miles,1,Below 40k,3,27.77,17.3839,1,3,0
1200,14739,4,1500.8682,4,1,M,1,1,Southwest,United States,North America,Partial College,Clerical,60,2011-09-23,0-1 Miles,1,40K TO 80K,4,1500.8682,655.8707,2,2,0
1202,21878,2,2331.8962,5,2,M,0,1,Australia,Australia,Pacific,Bachelors,Professional,39,2012-03-13,10+ Miles,2,80k to 120k,5,4663.7925,1773.6196,2,2,0
1203,15214,3,2245.4398,6,2,F,0,0,Australia,Australia,Pacific,Graduate Degree,Management,48,2012-11-12,1-2 Miles,1,80k to 120k,6,4490.8796,2070.2023,2,3,0
1204,19007,1,69.99,1,1,F,2,1,Northwest,United States,North America,Partial College,Professional,59,2013-09-04,10+ Miles,2,40K TO 80K,1,69.99,43.8137,1,1,0
1205,29323,2,78.98,2,1,F,0,1,Canada,Canada,North America,High School,Skilled Manual,39,2013-08-13,5-10 Miles,2,40K TO 80K,2,78.98,45.8814,1,2,0
1206,16780,2,54.98,2,1,M,5,1,Northwest,United States,North America,Bachelors,Management,69,2013-09-05,2-5 Miles,2,40K TO 80K,2,54.98,14.6214,1,2,0
1208,27451,3,37.43,3,1,M,2,0,Canada,Canada,North America,Bachelors,Management,47,2013-07-31,0-1 Miles,2,80k to 120k,3,37.43,23.4311,1,3,0
1209,13740,2,56.97,2,1,F,1,1,Northwest,United States,North America,Partial College,Clerical,57,2013-08-29,1-2 Miles,1,40K TO 80K,2,56.97,35.6632,1,2,0
1210,25977,1,2312.415,3,2,F,2,1,Southwest,United States,North America,Graduate Degree,Professional,41,2011-07-03,2-5 Miles,0,40K TO 80K,3,4624.83,1958.4985,2,1,0
1212,26790,3,27.77,3,1,F,0,0,Southwest,United States,North America,Partial High School,Clerical,38,2013-10-21,5-10 Miles,2,Below 40k,3,27.77,17.3839,1,3,0
1213,23919,3,58.47,3,1,F,4,1,France,France,Europe,High School,Manual,82,2013-07-01,0-1 Miles,2,Below 40k,3,58.47,36.6021,1,3,0
1215,18085,4,1764.96,4,1,F,2,0,Southwest,United States,North America,Partial College,Professional,66,2013-09-27,2-5 Miles,2,40K TO 80K,4,1764.96,638.7291,1,4,0
1216,11868,2,49.402,11,5,F,0,1,Canada,Canada,North America,Partial College,Skilled Manual,47,2013-02-02,2-5 Miles,1,40K TO 80K,11,247.01,154.628,5,2,0
1217,23352,1,539.99,1,1,M,0,0,Northwest,United States,North America,Partial College,Professional,40,2013-08-17,1-2 Miles,2,40K TO 80K,1,539.99,196.3404,1,1,0
1218,16611,2,37.765,4,2,M,0,0,Australia,Australia,Pacific,Bachelors,Professional,40,2013-02-17,10+ Miles,3,80k to 120k,4,75.53,47.2817,2,2,0
1219,27849,2,39.98,2,1,M,1,1,France,France,Europe,Bachelors,Clerical,54,2013-11-07,0-1 Miles,0,Below 40k,2,39.98,25.0274,1,2,0
1221,13342,3,32.22,3,1,M,5,1,Southwest,United States,North America,Bachelors,Management,73,2013-11-07,5-10 Miles,2,80k to 120k,3,32.22,20.1697,1,3,0
1223,12681,1,2261.376,5,3,F,0,0,Australia,Australia,Pacific,Bachelors,Professional,43,2012-02-26,10+ Miles,3,80k to 120k,5,6784.1282,2915.618,3,1,0
1226,11699,2,61.125,5,2,M,4,0,Northwest,United States,North America,Bachelors,Skilled Manual,52,2013-05-29,0-1 Miles,2,40K TO 80K,5,122.25,51.5884,2,2,0
1228,19236,2,119.98,2,1,F,0,1,Northwest,United States,North America,Graduate Degree,Skilled Manual,42,2013-12-19,0-1 Miles,0,40K TO 80K,2,119.98,55.3114,1,2,0
1230,12097,2,59.55,10,4,M,2,1,Canada,Canada,North America,Partial College,Professional,65,2013-05-21,10+ Miles,2,40K TO 80K,10,238.2,145.5529,4,2,0
1232,11115,2,37.9033,6,3,M,5,1,Australia,Australia,Pacific,Partial College,Skilled Manual,53,2013-02-10,0-1 Miles,2,40K TO 80K,6,113.71,71.1823,3,2,0
1234,17856,3,32.27,3,1,M,0,0,Germany,Germany,Europe,Partial High School,Manual,34,2013-09-14,0-1 Miles,2,Below 40k,3,32.27,20.2009,1,3,0
1235,18838,3,2376.96,3,1,F,3,1,Southwest,United States,North America,Partial College,Professional,54,2013-12-17,5-10 Miles,1,80k to 120k,3,2376.96,1090.0337,1,3,0
1236,26561,2,668.48,4,2,F,2,1,Australia,Australia,Pacific,Partial High School,Clerical,58,2012-06-12,5-10 Miles,2,Below 40k,4,1336.96,501.3752,2,2,0
1237,15154,1,54.985,3,2,M,0,1,Australia,Australia,Pacific,Partial High School,Management,43,2013-03-22,10+ Miles,4,Above 120k,3,109.97,49.0451,2,1,0
1238,19067,2,1690.4537,4,2,F,4,1,Germany,Germany,Europe,High School,Professional,64,2012-09-07,5-10 Miles,3,80k to 120k,4,3380.9075,1491.3075,2,2,0
1239,26206,2,2478.34,2,1,M,2,1,United Kingdom,United Kingdom,Europe,Partial College,Professional,56,2013-12-23,0-1 Miles,2,Above 120k,2,2478.34,910.3058,1,2,0
1240,23335,2,32.28,2,1,M,0,1,Northwest,United States,North America,High School,Skilled Manual,40,2013-10-19,5-10 Miles,2,40K TO 80K,2,32.28,20.2072,1,2,0
1241,12452,2,2967.775,4,2,M,4,1,Northwest,United States,North America,Graduate Degree,Skilled Manual,56,2011-12-21,1-2 Miles,0,40K TO 80K,4,5935.55,2484.6898,2,2,0
1246,22124,2,34.98,2,1,F,3,1,Central,United States,North America,Graduate Degree,Management,77,2013-11-12,10+ Miles,2,40K TO 80K,2,34.98,21.8974,1,2,0
1249,23767,2,13.98,2,1,F,0,0,United Kingdom,United Kingdom,Europe,Partial High School,Manual,43,2014-01-17,0-1 Miles,2,Below 40k,2,13.98,8.7514,1,2,0
1250,16196,2,2412.4533,7,3,M,1,1,Germany,Germany,Europe,Bachelors,Skilled Manual,41,2012-03-07,0-1 Miles,1,40K TO 80K,7,7237.36,2915.9948,3,2,0
1251,17670,1,539.99,1,1,F,2,1,Southwest,United States,North America,High School,Skilled Manual,58,2013-06-05,1-2 Miles,2,Below 40k,1,539.99,196.3404,1,1,0
1252,22293,2,561.48,2,1,F,4,1,Southwest,United States,North America,Bachelors,Professional,52,2013-06-06,2-5 Miles,2,40K TO 80K,2,561.48,209.7931,1,2,0
1253,24563,2,6.28,2,1,F,3,1,Germany,Germany,Europe,Partial College,Professional,61,2013-07-26,0-1 Miles,4,Above 120k,2,6.28,3.9312,1,2,0
1254,21065,2,774.555,5,2,M,0,1,Germany,Germany,Europe,Bachelors,Clerical,36,2013-08-19,0-1 Miles,0,40K TO 80K,5,1549.11,653.9477,2,2,0
1255,17839,1,17.485,3,2,F,0,1,United Kingdom,United Kingdom,Europe,Partial High School,Manual,34,2013-04-04,0-1 Miles,2,Below 40k,3,34.97,21.8911,2,1,0
1256,13511,5,6012.23,5,1,M,2,1,France,France,Europe,Partial College,Manual,74,2011-12-03,1-2 Miles,1,Below 40k,5,6012.23,2509.3354,2,2,0
1258,23936,4,123.96,4,1,F,4,1,France,France,Europe,High School,Manual,36,2013-06-01,0-1 Miles,2,Below 40k,4,123.96,77.5988,1,4,0
