CustomerKey,TotalOrderNumber,TotalSpent,TotalProfit,TotalTransaction,AverageBasket
16464,3,44.9700,28.1511,2,1
16882,1,2294.9900,1043.0087,1,1
28907,2,23.7800,14.8862,1,2
17005,4,2376.4500,1094.0026,1,4
11532,4,44.5700,27.9007,2,2
29425,2,23.7800,14.8862,1,2
20935,2,162.9900,102.0317,1,2
18920,3,128.9700,57.3791,1,3
27410,2,23.7800,14.8862,1,2
14426,6,8319.3000,3390.9098,3,2
13547,5,83.9500,52.5525,2,2
25890,1,24.9900,15.6437,1,1
12906,1,21.9800,13.7595,1,1
27905,1,21.4900,13.4527,1,1
16003,1,4.9900,3.1237,1,1
11048,8,6498.2400,2829.6490,3,2
23434,2,3882.5525,1479.3587,2,1
20440,1,9.9900,6.2537,1,1
12027,4,5913.2400,2470.7237,2,2
22355,1,9.9900,6.2537,1,1
13942,2,56.9700,35.6632,1,2
25990,4,5847.0400,2404.4531,2,2
13006,4,6762.1482,2905.4185,3,1
22455,2,29.4800,18.4544,1,2
12568,4,67.4600,38.6698,2,2
23975,2,38.9800,24.4014,1,2
14483,2,39.9800,25.0274,1,2
24370,3,67.9300,42.5241,1,3
11927,3,51.9400,28.9544,2,1
20878,2,1155.4800,429.3139,1,2
12468,3,5875.5500,2451.4180,2,1
21419,3,64.9700,20.8751,1,3
29348,2,38.9800,24.4014,1,2
26408,2,38.9800,24.4014,1,2
21476,5,1197.4100,455.5620,1,5
19438,7,4337.8982,1843.7204,3,2
28094,1,2.2900,1.4335,1,1
28807,1,3578.2700,1406.9758,1,1
29448,1,3399.9900,1487.8356,1,1
17423,2,2297.2800,1044.4422,1,2
29325,3,63.4700,39.7321,1,3
23852,4,588.9600,226.9955,1,4
15980,2,3077.9800,1339.2921,2,1
11950,4,109.9700,68.8411,2,2
13965,9,6872.3896,2970.7318,3,3
22621,4,589.9600,276.6914,1,4
26949,3,565.4700,212.2908,1,3
11409,5,4444.0682,2044.5961,2,2
24393,2,36.5900,22.9053,1,2
21396,2,1170.4800,418.9079,1,2
24493,1,3578.2700,1406.9758,1,1
12050,6,6023.7300,2539.8905,2,3
23952,2,38.9800,24.4014,1,2
11509,3,196.2900,122.8775,1,3
19186,3,1562.4075,653.9581,2,1
13281,1,21.9800,13.7595,1,1
22103,3,69.9700,43.8011,1,3
27035,2,7.2800,4.5572,1,2
22080,2,56.9700,35.6632,1,2
28555,3,1134.4700,416.1616,1,3
17148,3,1775.4700,645.3084,1,3
29050,3,63.4700,39.7321,1,3
27058,1,2049.0982,943.2882,1,1
11761,8,8149.4900,3473.5117,3,2
28532,1,2071.4196,953.5637,1,1
24118,2,7.2800,4.5572,1,2
29073,2,38.9800,24.4014,1,2
26517,1,24.9900,15.6437,1,1
23600,2,6.2800,3.9312,1,2
25638,2,39.9800,25.0274,1,2
12279,4,5974.2300,2487.5235,2,2
25097,2,1268.8400,472.1169,1,2
20769,4,25.2200,15.7876,1,4
16607,4,5897.5300,2465.1775,2,2
28014,1,3578.2700,1406.9758,1,1
18754,1,69.9900,43.8137,1,1
27576,1,2071.4196,953.5637,1,1
23082,2,603.4900,236.0914,1,2
14592,1,4.9900,3.1237,1,1
21562,3,4632.8625,1754.2575,2,1
17234,4,91.2600,35.7486,2,2
11675,2,5898.2600,2461.3463,2,1
23577,4,94.4600,59.1318,1,4
16112,4,2373.4700,1092.1371,1,4
11784,12,272.6900,170.7035,5,2
16355,3,89.9700,36.5251,1,3
18668,1,4.9900,3.1237,1,1
18127,8,6982.0725,2882.0471,3,2
13799,4,3010.0325,1224.1557,2,2
14340,1,21.9800,13.7595,1,1
15814,3,93.9700,37.4451,1,3
17775,5,2793.9075,1071.1607,2,2
14858,4,196.9700,119.7431,2,2
26431,2,23.7800,14.8862,1,2
26242,3,67.9300,42.5241,1,3
22730,1,4.9900,3.1237,1,1
24227,2,34.9800,21.8974,1,2
15571,5,101.8500,63.7580,3,1
11157,3,41.2800,25.8412,2,1
19813,1,539.9900,245.4103,1,1
28446,3,2398.0500,910.8835,1,3
29159,1,2443.3500,924.5636,1,1
16089,8,342.0300,192.7306,3,2
19790,5,6089.5900,2316.5470,2,2
11134,3,4911.8300,2118.4524,3,1
24745,2,29.9800,18.7674,1,2
19272,2,13.9800,5.1914,1,2
22189,2,548.9800,201.9681,1,2
27928,1,1120.4900,407.4102,1,1
21828,2,2322.2800,1055.8040,1,2
13172,3,144.2700,90.3130,2,1
21287,2,44.9800,28.1574,1,2
13713,5,4828.3100,1999.8092,2,2
23059,4,600.4600,234.1945,1,4
14317,4,81.2600,31.0726,2,2
18645,1,1700.9900,618.4800,1,1
27387,2,33.9800,21.2714,1,2
22973,2,7.2800,4.5572,1,2
27301,3,68.9700,43.1751,1,3
21044,3,2533.9700,926.2611,2,1
16630,5,5973.2400,2508.2837,2,2
12302,12,8091.8896,3415.1821,4,3
20958,2,68.4900,42.8747,1,2
17257,5,4480.7300,1814.9865,2,2
21585,3,1179.9700,444.6446,1,3
25372,1,32.6000,20.4076,1,1
16716,4,27.9200,17.4778,1,4
25286,2,2393.0600,904.1998,1,2
25913,2,6.2800,3.9312,1,2
22432,4,578.4600,220.4225,1,4
26760,2,1322.9800,492.6238,2,1
22530,1,4.9900,3.1237,1,1
28103,1,1214.8500,459.6992,1,1
11123,8,149.8400,72.4196,3,2
19613,5,6093.2000,2340.1869,2,2
16696,3,4506.7600,1856.2214,2,1
28080,2,39.9800,25.0274,1,2
11100,7,8172.5100,3491.9040,3,2
19590,2,32.2800,20.2072,1,2
18070,1,4.9900,3.1237,1,1
18093,2,13.9800,8.7514,1,2
22507,3,48.9700,27.0951,1,3
21110,2,34.9800,21.8974,1,2
21133,1,21.4900,13.4527,1,1
21010,1,4.9900,3.1237,1,1
19490,3,62.9700,19.6231,1,3
17034,2,1750.9800,629.9777,1,2
22607,5,609.4500,236.2622,1,5
16596,3,4486.5425,1910.1411,2,1
23543,2,12.9400,8.1004,1,2
25547,1,3.9900,2.4977,1,1
11000,8,8248.9900,3513.6905,3,2
25063,2,2419.0600,924.0358,1,2
15660,7,5169.0700,2087.0214,3,2
28003,1,4.9900,3.1237,1,1
17970,2,27.2800,17.0772,1,2
24027,4,561.9200,210.0685,1,4
12620,7,6481.0200,2685.1888,3,2
24963,1,32.6000,20.4076,1,1
24127,2,548.9800,201.9681,1,2
12520,4,5919.7300,2479.0747,2,2
14240,6,3391.3875,1493.5797,2,3
15076,3,96.4600,40.5879,1,3
26483,2,25.4800,15.9504,1,2
25647,3,563.7700,211.2266,1,3
14140,3,4397.7500,1768.1851,2,1
26583,3,36.2700,22.7049,1,3
14953,5,202.4600,126.7398,2,2
12036,5,69.5500,43.5381,3,1
20526,2,1170.4800,418.9079,1,2
20549,3,3105.2700,1352.0874,2,1
29039,1,4.9900,3.1237,1,1
24250,4,2738.4925,1067.8235,2,2
13579,10,7295.0400,3006.6711,4,2
27167,4,1203.4600,437.9693,1,4
23466,1,29.9900,18.7737,1,1
28664,2,4793.1200,1866.6750,2,1
28564,2,1174.4800,419.8279,1,2
20151,5,4152.7300,1624.8943,2,2
18654,3,1775.9700,645.6214,1,3
18677,3,60.9600,34.6009,2,1
18554,5,155.4500,97.3116,2,2
23105,4,3361.5325,1305.5233,2,2
25524,2,25.4800,15.9504,1,2
26022,3,1938.4700,725.5973,2,1
18777,2,29.4800,18.4544,1,2
21694,3,49.9700,31.2811,1,3
20449,1,9.9900,6.2537,1,1
11223,56,1205.3800,690.0339,25,2
15053,3,93.4800,58.5184,1,3
17993,2,78.9800,28.0614,1,2
27980,2,29.4800,18.4544,1,2
23566,1,3578.2700,1406.9758,1,1
12597,5,53.2100,29.7493,2,2
15537,4,1631.4600,691.8764,2,2
15637,8,6999.5725,2869.6460,3,2
13081,5,6772.1482,2915.9667,3,1
17409,4,219.9200,137.6699,2,2
24150,1,3.9900,2.4977,1,1
17509,7,98.7200,61.7985,2,3
13181,4,185.9600,112.8509,2,2
25624,3,38.8800,24.3388,1,3
24688,2,2393.0600,904.1998,1,2
24711,2,1750.9800,629.9777,1,2
25922,3,1274.0782,504.1960,2,1
24379,2,13.9800,8.7514,1,2
16221,4,588.9600,226.9955,1,4
24402,2,574.9800,218.2441,1,2
14824,4,4441.2500,1815.2121,2,2
21485,3,1149.4700,425.5516,1,3
14492,2,7.2800,4.5572,1,2
25899,3,71.5800,44.8090,1,3
21462,3,49.9700,31.2811,1,3
14515,2,56.9700,35.6632,1,2
21794,3,1179.9700,444.6446,1,3
26108,3,32.2700,20.2009,1,3
29125,3,14.2300,8.9079,1,3
22982,3,69.9700,43.8011,1,3
17741,6,4217.3000,1585.1564,2,3
27628,1,4.9900,3.1237,1,1
17718,3,32.2700,20.2009,1,3
12872,3,48.9700,27.0951,1,3
26935,1,28.9900,18.1477,1,1
16098,7,3101.2900,1363.9464,2,3
20426,3,4139.7500,1616.7689,2,1
29248,2,27.2800,17.0772,1,2
19215,3,123.4800,77.2984,1,3
11936,3,42.2800,26.4672,1,3
12268,1,49.9900,11.4977,1,1
26331,3,2800.4382,1226.2611,2,1
13456,5,4582.5125,1942.5741,2,2
23191,2,34.9800,21.8974,1,2
27519,2,78.9800,45.8814,1,2
20635,3,49.9700,31.2811,1,3
11684,3,93.9800,37.4514,2,1
16012,3,94.2600,59.0067,2,1
28455,3,42.9700,23.3391,1,3
22155,1,69.9900,43.8137,1,1
17632,5,3001.0225,1241.8714,2,2
13304,5,4612.5125,1963.3301,2,2
29016,1,3578.2700,1406.9758,1,1
20858,2,1155.4800,429.3139,1,2
23775,2,1155.4800,429.3139,1,2
15428,4,1631.4600,691.8764,2,2
21571,2,4624.9125,1749.2808,2,1
20074,4,588.9600,226.9955,1,4
17157,3,2334.9800,1068.0424,1,3
17134,3,2376.9600,1090.0337,1,3
28189,4,567.7600,213.7243,1,4
25272,3,1873.5782,705.7798,2,1
11375,2,13.9800,8.7514,1,2
28687,1,28.9900,18.1477,1,1
12159,12,258.8900,138.7087,4,3
15162,5,154.9600,97.0048,3,1
22069,3,22.9300,14.3541,1,3
23818,3,553.9700,205.0918,1,3
25315,2,6.2800,3.9312,1,2
23841,6,659.4400,247.7599,1,6
22046,3,563.7700,211.2266,1,3
13931,1,21.9800,13.7595,1,1
15385,2,7.2800,4.5572,1,2
19713,2,78.9800,45.8814,1,2
15989,4,3140.9200,1378.6925,2,2
11661,11,287.7000,156.7438,5,2
26958,4,1732.2600,638.0549,1,4
18929,3,6029.5700,2300.3546,2,1
14601,4,3076.0582,1375.9856,2,2
18302,3,6029.5700,2300.3546,2,1
27044,1,2049.0982,943.2882,1,1
22716,3,553.9700,205.0918,1,3
22630,3,1164.4700,431.3816,1,3
16573,3,3001.0425,1222.0880,2,1
20901,1,1120.4900,407.4102,1,1
29314,2,564.4800,211.6711,1,2
12245,4,3967.2600,1750.3231,2,2
14017,4,1848.9075,790.3813,2,2
18345,3,115.4700,72.2842,2,1
23214,3,628.9700,230.6618,1,3
26460,1,24.9900,15.6437,1,1
28412,3,45.5800,28.5330,1,3
17761,4,3941.5325,1496.4841,2,2
14226,6,5656.2396,2503.2090,3,2
18279,8,162.0200,101.4243,2,4
22939,4,3961.0325,1507.1071,2,2
25856,2,750.3000,285.8819,1,2
21219,5,4696.4925,1794.0898,2,2
16264,3,61.9600,38.7869,2,1
27871,1,2384.0700,902.1321,1,1
29391,3,3949.9700,1695.1397,2,1
11332,3,5754.9700,2564.1098,2,1
23234,2,2478.3400,910.3058,1,2
13347,2,71.9700,25.2572,1,2
27376,2,6.2800,3.9312,1,2
19699,2,133.4900,83.5647,1,2
28896,1,21.4900,13.4527,1,1
11827,15,512.4700,295.8657,5,3
15451,3,2756.5425,1128.1927,2,1
12368,1,34.9900,21.9037,1,1
26692,5,1266.8582,499.6762,2,2
23752,3,1164.4700,431.3816,1,3
11727,4,5962.2400,2497.8377,2,2
20383,2,94.4800,59.1444,1,2
28707,1,2071.4196,953.5637,1,1
11750,6,8148.0200,3476.1515,3,2
20406,2,59.9800,37.5474,1,2
18820,2,78.9800,45.8814,1,2
27476,2,25.4800,15.9504,1,2
22398,1,539.9900,196.3404,1,1
26835,3,68.9700,43.1751,1,3
17466,2,68.4900,42.8747,1,2
21880,2,39.9900,25.0337,1,2
13765,5,7152.0900,2949.7351,3,1
22421,2,58.9800,15.5414,1,2
16782,4,2482.2300,912.7409,1,4
25438,4,95.5700,40.0307,1,4
27353,5,1371.9500,523.2789,2,2
18697,2,5279.2600,2025.4558,2,1
15780,4,3244.9600,1439.5334,2,2
16682,3,66.5800,41.6790,2,1
16805,4,1768.9600,639.6491,1,4
25338,2,27.2800,17.0772,1,2
24797,2,2393.0600,907.7598,1,2
27233,3,58.4700,36.6021,1,3
29225,2,4320.6200,1687.8810,2,1
17323,3,84.9600,28.2449,2,1
23423,3,3936.5425,1491.7764,2,1
14767,2,29.9300,18.7362,1,2
27210,2,7.2800,4.5572,1,2
15551,4,1375.2600,570.1327,2,2
17223,1,21.9800,13.7595,1,1
11993,7,8131.3200,3470.4073,3,2
19238,1,69.9900,43.8137,1,1
16321,5,97.2500,41.0823,2,2
23652,3,3907.5425,1495.0024,2,1
27894,2,548.9800,201.9681,1,2
14910,2,839.4800,393.5253,1,2
13324,6,4526.7825,1935.3313,2,3
14306,6,3653.2296,1627.9816,3,2
16925,4,1764.9600,658.5251,1,4
21253,2,1155.4800,429.3139,1,2
11209,2,37.2900,23.3435,2,1
17950,5,2732.6975,1032.8432,2,2
24193,4,1199.4600,437.0493,1,4
22278,2,7.2800,4.5572,1,2
19865,2,1155.4800,429.3139,1,2
11850,5,149.4600,73.7658,2,2
19965,3,6056.6100,2317.2816,2,1
11309,3,42.2800,26.4672,2,1
24293,2,34.8900,21.8411,1,2
21737,3,60.4700,37.8541,1,3
15889,6,4848.0300,2050.9159,2,3
28246,4,5976.3200,2317.8593,2,2
26231,4,1764.9600,658.5251,1,4
26749,2,1322.9800,492.6238,2,1
26208,3,48.9700,27.0951,1,3
12454,4,71.9500,45.0406,1,4
11452,5,8183.0400,3499.2241,3,1
20844,2,1155.4800,429.3139,1,2
11475,4,69.4600,39.9218,1,4
15010,3,80.9600,30.8849,1,3
12995,7,6850.5782,2965.0638,3,2
24897,1,4.9900,3.1237,1,1
27728,2,67.4900,42.2487,1,2
12972,10,175.7100,88.6141,4,2
13513,4,5918.2400,2478.1419,2,2
22882,4,101.4500,43.7116,1,4
25690,2,38.9800,24.4014,1,2
21362,3,93.9700,37.4451,1,3
27705,2,39.9800,25.0274,1,2
16407,5,3250.1100,1297.6061,2,2
20735,1,1120.4900,407.4102,1,1
14392,2,3295.4275,1437.7970,2,1
18720,3,86.2700,32.6249,2,1
14933,3,36.9600,23.1369,1,3
19942,4,3034.0682,1349.6998,2,2
15371,4,3178.9500,1376.8311,2,2
16948,9,248.0100,135.4580,3,3
28355,1,3578.2700,1406.9758,1,1
21276,2,39.9800,25.0274,1,2
20483,4,4400.0582,2013.4859,2,2
20240,3,56.9600,35.6569,1,3
15912,3,93.9700,37.4451,1,3
18468,3,5333.2500,2037.8735,2,1
22796,3,48.9700,27.0951,1,3
17927,4,4726.0400,1831.4632,2,2
22255,3,599.4700,233.5748,1,3
15285,2,39.9800,25.0274,1,2
26858,3,553.9700,205.0918,1,3
23941,2,38.9800,24.4014,1,2
28873,2,39.9800,25.0274,1,2
20217,5,6089.5900,2316.5470,2,2
15262,2,3772.4096,1572.0437,2,1
23918,3,68.9700,43.1751,1,3
21903,2,548.9800,198.4081,1,2
13247,4,4548.5225,1929.1446,2,2
13788,7,200.8100,125.7069,2,3
27187,2,7.2800,4.5572,1,2
24459,4,3961.0325,1507.1071,2,2
15803,4,66.2600,41.4786,2,2
25172,4,96.0700,60.1397,1,4
14744,5,1505.8582,658.9944,2,2
23400,1,29.9900,18.7737,1,1
17300,4,94.2200,37.6016,2,2
17841,4,2803.5225,1153.3140,2,2
25415,4,2433.0400,932.7872,1,4
27101,1,782.9900,296.2834,1,1
22773,4,215.9600,135.1909,1,4
18445,1,21.4900,13.4527,1,1
14117,4,3352.3975,1473.4602,2,2
12102,4,5903.1900,2468.7207,2,2
21385,4,608.9600,239.5155,1,4
16430,4,4638.8925,1758.0322,2,2
29414,1,2071.4196,953.5637,1,1
25713,5,1288.0582,512.9474,2,2
25086,5,1308.3100,518.2050,1,5
20758,3,128.9700,57.3791,1,3
21989,1,35.0000,21.9100,1,1
26317,5,2862.7396,1265.1240,2,2
12643,4,102.9600,39.5128,2,2
26560,6,1396.4400,538.6096,2,3
14658,6,92.8200,58.1052,3,2
18986,2,56.9700,35.6632,1,2
23314,5,2744.5225,1068.0382,2,2
24545,3,69.9700,43.8011,1,3
16055,5,66.4400,41.5913,1,5
16078,6,2383.9500,1090.8493,1,6
17575,2,1735.9800,640.3837,1,2
23148,1,539.9900,196.3404,1,1
17552,3,2357.2800,1077.7140,1,3
13138,3,83.9700,52.5651,3,1
27462,4,35.7200,22.3606,1,4
11618,4,2369.9600,1085.6516,1,4
23025,1,29.9900,18.7737,1,1
20131,2,38.9800,24.4014,1,2
11641,11,303.2000,170.0068,4,2
19072,3,48.9700,27.0951,1,3
19095,3,6056.6100,2317.2816,2,1
21628,4,77.9600,23.8628,1,4
21528,2,34.9800,21.8974,1,2
18611,5,2391.9400,1099.4111,1,5
13061,2,46.4700,29.0902,1,2
20592,4,3113.2200,1357.0641,2,2
29082,1,742.3500,280.9052,1,1
27562,2,94.4800,59.1444,1,2
23048,3,51.4600,32.2139,1,3
17675,2,124.9900,78.2437,1,2
22112,4,6047.3200,2342.5093,2,2
14535,3,123.4700,77.2921,2,1
25604,2,1174.4800,419.8279,1,2
28498,2,78.9800,45.8814,1,2
25006,2,29.9800,18.7674,1,2
24668,4,2473.0400,957.8272,1,4
26978,3,553.9700,205.0918,1,3
24568,2,13.9800,5.1914,1,2
16155,5,4489.5682,2073.0792,2,2
13599,5,51.2500,32.0823,2,2
26042,2,5759.0600,2379.0277,2,1
17091,3,32.2700,20.2009,1,3
23632,2,162.9900,102.0317,1,2
20692,3,49.9700,31.2811,1,3
23609,2,12.9800,4.5654,1,2
29182,1,539.9900,196.3404,1,1
15594,4,66.2600,41.4786,2,2
28398,3,71.5800,44.8090,1,3
25481,2,2478.3400,910.3058,1,2
18511,6,2465.9300,1124.3488,1,6
19195,6,1637.3775,696.6010,2,3
16639,3,5908.2500,2467.6000,2,1
20008,1,69.9900,43.8137,1,1
22564,2,58.9800,15.5414,1,2
12577,3,2614.0782,1204.3422,2,1
18136,5,6904.6025,2833.5509,3,1
13038,3,5581.2596,2456.2716,3,1
29105,2,6.2800,3.9312,1,2
25381,3,1228.8300,468.4506,1,3
23709,2,548.9800,201.9681,1,2
21551,1,29.9900,18.7737,1,1
26649,2,4433.1682,1845.4203,2,1
19679,2,1155.4800,429.3139,1,2
22925,6,134.9300,59.5260,1,6
13622,7,6841.4296,2955.6391,3,2
28521,3,1164.4700,431.3816,1,3
28621,1,3578.2700,1406.9758,1,1
16178,6,108.8500,68.1399,2,3
15494,7,275.4400,152.6293,3,2
11166,5,87.9600,55.0628,2,2
26065,2,49.4800,30.9744,1,2
26165,3,1957.4700,716.1113,2,1
13722,6,3102.8000,1240.4675,2,3
18050,2,1750.9800,629.9777,1,2
16530,3,3001.0425,1222.0880,2,1
19447,4,1587.4600,667.8924,2,2
27937,5,2641.2300,1012.2749,1,5
22696,3,68.9700,43.1751,1,3
19756,2,78.9800,45.8814,1,2
19424,5,3511.7575,1304.3595,2,2
26417,2,6.2800,3.9312,1,2
20944,3,226.4900,141.7827,1,3
23861,2,152.6000,95.5276,1,2
15033,3,3797.3996,1587.6874,2,1
15703,3,74.9800,46.9374,1,3
23523,3,3337.0425,1290.1926,2,1
15680,1,4.9900,3.1237,1,1
20967,1,4.9900,3.1237,1,1
12477,1,49.9900,11.4977,1,1
18236,2,2414.9900,1118.1287,1,2
28146,3,60.4700,37.8541,1,3
18259,2,30.9700,15.8272,2,1
28169,1,3578.2700,1406.9758,1,1
17200,1,21.9800,13.7595,1,1
14283,3,1799.9175,763.2736,2,1
24920,3,2155.9175,824.1022,2,1
13997,5,4586.3496,1886.7748,2,2
22003,2,56.9700,35.6632,1,2
13699,2,75.9700,26.1772,1,2
26440,3,1957.4700,716.1113,2,1
11143,5,48.5600,30.3984,2,2
25504,4,578.4600,220.4225,1,4
16307,5,6917.5925,2841.6827,3,1
15471,3,1622.4700,689.8087,2,1
24170,3,3018.3300,1142.8077,2,1
29334,1,3578.2700,1406.9758,1,1
21176,1,35.0000,21.9100,1,1
23732,5,74.4500,46.6055,1,5
12763,4,589.9600,276.6914,1,4
15119,4,68.8700,43.1125,2,2
12202,13,171.4700,107.3398,4,3
24084,4,2407.0400,916.5112,1,4
21760,3,49.9700,31.2811,1,3
25813,2,26.9700,16.8832,1,2
28730,2,23.7800,14.8862,1,2
25790,4,69.4600,39.9218,1,4
15142,4,138.4600,65.2958,2,2
22089,3,553.9700,205.0918,1,3
16616,5,5915.5400,2476.4517,2,2
20031,2,1155.4800,429.3139,1,2
19172,4,1609.4075,675.5318,2,2
15969,4,3109.9500,1359.3053,2,2
13413,2,56.9700,35.6632,1,2
11916,7,8178.5100,3495.6601,3,2
13390,5,99.9400,37.6223,1,5
23300,4,133.4700,83.5521,1,4
22587,2,548.9800,201.9681,1,2
25833,2,36.5900,22.9053,1,2
20615,5,6060.5000,2319.7167,2,2
28773,2,127.9500,80.0967,1,2
13370,2,2329.9900,1064.9187,1,2
11057,4,8088.0400,3439.0259,3,1
24645,2,2438.0600,914.5498,1,2
20317,2,58.9800,15.5414,1,2
23257,1,539.9900,196.3404,1,1
13974,7,5237.7296,2336.8327,3,2
27585,4,562.9600,207.1595,1,4
12786,1,21.9800,13.7595,1,1
17114,9,7275.3600,2954.0427,3,3
25229,3,2155.9175,824.1022,2,1
14558,4,1528.0682,672.8979,2,2
22673,4,608.9600,239.5155,1,4
18886,1,69.9900,43.8137,1,1
27001,2,30.4800,15.5204,1,2
16364,4,2482.2300,912.7409,1,4
24854,2,23.7800,14.8862,1,2
19281,3,67.9700,17.6091,1,3
27771,2,777.3400,302.8089,1,2
16387,4,94.9600,39.6488,2,2
19922,3,3137.9700,1372.5576,2,1
11432,16,9330.1996,3950.1228,6,2
24877,3,34.4700,21.5781,1,3
17243,2,83.9800,31.1914,2,1
18402,1,4.9900,3.1237,1,1
12829,5,4406.0582,2025.0901,2,2
22816,5,2340.9400,1068.2133,1,5
17884,2,29.9800,18.7674,1,2
22839,4,39.2500,24.5704,1,4
27794,2,25.4800,15.9504,1,2
17861,4,1749.9600,649.1351,1,4
24359,4,2420.3400,924.8370,1,4
26274,1,21.4900,13.4527,1,1
15869,2,13.9800,8.7514,1,2
14867,2,839.4800,393.5253,1,2
12852,5,4411.3682,2024.1259,2,2
28289,2,54.9800,14.6214,1,2
14844,2,85.4800,53.5105,1,2
24336,2,548.9800,201.9681,1,2
15846,8,4943.3200,2085.6274,2,4
12311,7,116.4300,69.3249,2,3
13831,1,35.0000,21.9100,1,1
14326,8,5207.6996,2314.4739,3,2
24236,4,121.5700,56.3067,1,4
25733,4,76.9600,23.2368,1,4
16905,1,4.9900,3.1237,1,1
13808,4,4406.7400,1770.2528,2,2
26251,3,68.9700,43.1751,1,3
14349,2,56.9700,35.6632,1,2
26374,2,123.9800,56.2314,1,2
21860,1,4.9900,3.1237,1,1
26769,2,37.2900,23.3435,1,2
23875,3,37.2700,23.3309,1,3
24754,6,2439.9800,937.1316,1,6
15328,5,3199.4400,1391.2418,2,2
12411,3,159.9900,100.1537,2,1
25395,2,1223.8400,465.3269,1,2
28312,2,574.9800,218.2441,1,2
17343,2,39.9800,25.0274,1,2
22298,4,578.4600,220.4225,1,4
17784,3,3891.5425,1481.4264,2,1
18863,4,2414.9700,1113.8279,1,4
16848,4,125.4500,78.5316,2,2
20340,1,2443.3500,888.4021,1,1
29291,2,564.4800,211.6711,1,2
23334,3,553.9700,205.0918,1,3
19799,2,78.9800,49.4414,1,2
21319,3,23.9700,15.0051,1,3
19404,1,4.9900,3.1237,1,1
19304,3,83.9700,52.5651,1,3
18763,4,123.9600,56.2188,2,2
11870,5,242.2700,131.8649,2,2
11893,5,8123.0300,3460.9296,3,1
16825,4,61.4500,38.4676,1,4
21780,4,77.9200,48.7778,1,4
25295,2,39.9800,25.0274,1,2
13908,5,4715.3300,1967.8457,2,2
27310,3,68.9700,43.1751,1,3
26792,3,184.4800,115.4844,1,3
14449,3,3355.4175,1471.0625,2,1
17366,2,39.9800,25.0274,1,2
24777,3,71.5800,44.8090,1,3
19381,3,1953.4700,715.1913,2,1
22321,1,1700.9900,618.4800,1,1
27253,1,782.9900,296.2834,1,1
19822,3,36.9600,23.1369,1,3
22378,2,30.4800,15.5204,1,2
21837,2,68.4900,42.8747,1,2
16198,4,114.9600,71.9649,2,2
25020,3,1549.4175,596.7564,2,1
11266,5,5922.2300,2472.7914,2,2
21153,3,1147.7700,424.4874,1,3
11243,12,7164.2500,3103.7278,4,3
24070,3,36.2700,22.7049,1,3
14183,5,8321.3100,3392.1680,3,1
26540,3,4468.1582,1867.3240,2,1
17618,2,39.9800,25.0274,1,2
24502,4,3623.3200,1369.2082,2,2
22487,4,588.9600,226.9955,1,4
24479,2,7.2800,4.5572,1,2
22464,1,2443.3500,888.4021,1,1
23005,2,32.2800,20.2072,1,2
17532,1,4.9900,3.1237,1,1
24611,4,2219.4175,863.8532,2,2
28939,2,14.9800,9.3774,1,2
13204,2,141.9800,88.8795,1,2
19547,3,1179.9700,444.6446,1,3
15219,3,4399.0782,2020.7206,2,1
19656,2,13.9800,5.1914,1,2
21067,2,2483.9800,914.7634,2,1
23984,2,1155.4800,429.3139,1,2
16739,4,81.2600,31.0726,2,2
14724,10,120.4100,75.3764,3,3
25999,1,2181.5625,860.8787,1,1
26626,6,2891.7296,1283.2717,2,3
21671,4,628.9700,252.0418,1,4
29434,4,77.9600,45.2428,1,4
25106,3,2170.9175,813.6962,2,1
19006,1,69.9900,43.8137,1,1
16991,2,39.9800,25.0274,1,2
12663,3,68.9700,21.7951,1,3
27419,1,69.9900,43.8137,1,1
27960,2,7.2800,4.5572,1,2
23091,4,97.9600,36.3828,1,4
23443,4,722.7700,310.7606,1,4
15760,9,146.5200,70.3412,4,2
12059,4,5930.2300,2485.6477,2,2
18488,3,6056.6100,2317.2816,2,1
27144,2,39.9900,25.0337,1,2
14074,3,59.8800,37.4848,2,1
13556,7,6497.2100,2698.8837,3,2
14097,2,56.9700,35.6632,1,2
22212,2,39.9900,25.0337,1,2
13290,8,111.8900,70.0429,3,2
11541,5,5973.2400,2508.2837,2,2
21946,4,4659.8025,1771.1219,2,2
11518,6,82.2000,51.4571,2,3
23961,4,685.4700,287.4108,1,4
20174,1,29.9900,18.7737,1,1
28830,1,3578.2700,1406.9758,1,1
18159,1,21.9800,13.7595,1,1
28916,4,561.9200,210.0685,1,4
24588,2,13.9800,5.1914,1,2
15242,3,37.2700,23.3309,2,1
12388,3,4379.0782,2008.2006,2,1
12929,4,4820.3100,2014.5973,2,2
19029,4,3339.4075,1461.7684,2,2
27685,3,74.9800,46.9374,1,3
23357,3,98.4800,61.6484,1,3
14701,5,3001.0225,1241.8714,2,2
12686,5,6864.4596,2944.3877,3,1
20801,2,74.9800,27.1414,1,2
12145,5,132.9200,63.4118,2,2
29457,3,756.3300,289.6566,1,3
17014,1,4.9900,3.1237,1,1
21342,2,1155.4800,429.3139,1,2
25129,3,60.4700,37.8541,1,3
16473,1,24.9900,15.6437,1,1
25447,3,1164.4700,431.3816,1,3
16957,2,39.9800,25.0274,1,2
28364,2,1170.4800,418.9079,1,2
19874,5,4544.4500,1914.9609,2,2
14040,2,31.9700,20.0132,1,2
25470,2,162.9900,102.0317,1,2
