CustomerKey,AverageVisitPerMonth,AverageSpentEachMonth,TotalVisit,TotalMonth
23076,1,29.9900,1,1
18808,5,2411.9400,5,1
25778,1,2443.3500,1,1
21155,2,1155.4800,2,1
15413,3,106.3066,9,3
19681,3,1179.9700,3,1
11500,3,81.7837,30,8
26820,1,3.9900,1,1
11838,3,67.6050,6,2
25609,3,565.4700,3,1
17056,1,2208.8750,3,2
28463,1,21.4900,1,1
13143,3,2404.9700,3,1
28294,1,3578.2700,1,1
11669,6,113.2100,6,1
13939,2,1542.0112,5,2
27421,1,2049.0982,1,1
21078,2,23.7800,2,1
17580,3,2404.9700,3,1
24719,3,68.9700,3,1
13312,3,80.9600,3,1
20282,3,37.2700,3,1
14185,4,3174.3341,13,3
21324,3,68.9700,3,1
25947,1,927.2891,3,2
16996,2,1754.9800,2,1
18470,1,3010.8100,2,2
22552,1,21.4900,1,1
19698,4,726.2700,4,1
24026,4,1212.9700,4,1
13601,2,44.9800,2,1
15522,2,26.9700,2,1
12084,3,2992.6050,6,2
20740,2,70.4700,5,2
26193,3,35.2300,3,1
27879,3,1313.3400,3,1
19223,2,28.2133,6,3
23136,2,574.9800,2,1
11085,2,64.4800,5,2
26405,3,36.2700,3,1
14523,1,1903.6998,3,2
19266,3,42.2800,3,1
15828,3,86.1250,6,2
28048,3,84.4700,3,1
17471,2,39.9800,2,1
19392,2,27.2800,2,1
24135,2,2419.0600,2,1
15997,2,2373.1700,5,2
25194,1,32.6000,1,1
14354,1,1377.7087,3,2
27836,1,4.9900,1,1
15244,3,44.7975,12,4
25025,3,2469.0500,3,1
20697,4,77.9200,4,1
28632,2,74.9800,2,1
24304,2,1973.2612,5,2
13727,3,80.9600,3,1
18055,3,71.9550,7,2
22383,3,67.9700,3,1
12253,3,2033.4650,6,2
20909,3,69.9700,3,1
16581,4,50.2300,4,1
27252,1,782.9900,1,1
13770,2,3214.1150,5,2
18639,1,1700.9900,1,1
22967,3,69.9700,3,1
12296,3,3291.1600,12,4
21493,3,68.9700,3,1
26362,4,2420.3400,4,1
17165,1,4.9900,1,1
28174,2,39.9800,2,1
24593,1,4.9900,1,1
16767,2,59.9800,2,1
14752,2,764.0341,4,2
21722,2,14.9800,2,1
23737,2,34.9800,2,1
23196,2,39.9800,2,1
18851,1,69.9900,1,1
18164,1,1665.2087,3,2
20156,1,2069.8750,3,2
17623,3,2326.9600,3,1
19638,1,4.9900,1,1
20866,1,1578.9850,3,2
20325,2,78.9800,2,1
19097,1,12.1350,2,2
22263,2,34.9800,2,1
29233,3,63.9700,3,1
28692,1,539.9900,1,1
15708,3,74.9800,3,1
13355,2,2279.2662,4,2
25652,2,39.9800,2,1
12668,1,2279.8198,5,3
17285,2,3046.6000,5,2
17826,1,29.9900,1,1
12127,1,34.9900,1,1
15811,2,35.5800,5,2
14142,2,29.4800,2,1
13896,2,2387.8150,4,2
25549,2,7.2800,2,1
23534,1,2089.6650,3,2
15370,2,7.2800,2,1
14829,3,90.4700,3,1
24075,3,68.9700,3,1
11609,3,2290.7027,9,3
17182,1,2316.8675,5,3
21925,2,7.2800,2,1
19910,2,1594.2300,4,2
22137,4,1184.4600,4,1
13481,2,30.9700,2,1
15167,3,1590.4700,6,2
29107,2,162.9900,2,1
20451,1,3027.1100,3,2
20053,3,36.2700,3,1
21384,3,1460.5112,6,2
18038,1,1217.5391,3,2
11374,3,68.9700,3,1
11915,2,2714.3333,8,3
18579,1,69.9900,1,1
22678,3,653.9700,3,1
14414,2,896.9487,5,2
27633,4,22.2600,4,1
12940,2,54.2300,5,2
27939,3,92.9700,3,1
14955,1,51.9850,3,2
23611,1,3.9900,1,1
24152,1,4.9900,1,1
15396,2,1573.9750,5,2
11068,3,37.7866,9,3
25134,2,39.9800,2,1
13083,2,2266.2612,4,2
17411,1,77.7350,3,2
26067,3,64.9700,3,1
12542,1,8.9900,1,1
26608,5,2881.7396,5,1
16870,3,74.5200,6,2
14016,2,60.5300,5,2
25423,4,2478.0400,4,1
21510,5,128.9500,5,1
12024,2,41.9850,4,2
29336,1,2181.5625,1,1
15058,3,3319.7900,6,2
20468,1,1584.7941,2,2
26465,2,27.2800,2,1
11145,3,2309.9700,3,1
13066,2,1516.6550,5,2
19495,2,38.9800,2,1
14540,2,78.1250,5,2
12525,2,119.9800,2,1
18994,2,123.9800,2,1
18453,1,4.9900,1,1
24381,5,3970.5225,5,1
26302,3,1678.7041,6,2
22907,1,2084.6650,3,2
22366,2,56.9700,2,1
27776,2,751.3400,2,1
16014,2,7.2800,2,1
17935,3,63.9700,3,1
11686,2,64.4850,4,2
23840,1,539.9900,1,1
19512,4,86.2600,4,1
26379,4,1783.9600,4,1
16641,6,2391.4300,6,1
20969,2,38.9800,2,1
13999,1,1647.7137,2,2
24905,2,1097.9537,4,2
24364,5,3965.5225,5,1
20036,5,2618.6200,5,1
13498,3,100.0900,3,1
12957,1,21.9950,2,2
26482,1,1000.4375,1,1
11483,1,1655.4632,4,3
27862,2,548.9800,2,1
28403,2,2419.0600,2,1
16352,3,2974.2450,6,2
21095,3,31.7300,3,1
25008,2,2438.0600,2,1
12439,4,124.9700,4,1
19080,2,29.9800,2,1
27023,3,60.4700,3,1
26050,1,2312.4150,3,2
15473,1,776.2400,2,2
24796,3,2398.0500,3,1
17394,2,68.4900,2,1
18868,3,1759.9700,3,1
19409,3,1183.4700,3,1
27524,1,2049.0982,1,1
28065,1,2998.6650,3,2
14125,1,1886.2048,2,2
22781,3,37.2700,3,1
23322,4,3042.8200,4,1
21307,3,23.9700,3,1
26717,1,2071.4196,1,1
21848,1,564.9900,1,1
11271,2,2986.6200,5,2
24255,2,13.9800,2,1
26176,1,4.9900,1,1
15599,3,40.6200,6,2
19927,1,4.9900,1,1
13584,2,2787.0966,7,3
28191,1,2998.6650,3,2
11898,2,2726.3433,6,3
16226,3,553.9700,3,1
25964,1,2324.9150,3,2
20554,2,34.9800,2,1
13372,2,76.9700,2,1
13913,3,106.9600,3,1
18241,2,3029.1050,4,2
17700,2,1402.7662,4,2
19621,1,3010.8100,2,2
24490,2,36.5900,2,1
15293,2,39.9800,2,1
28818,1,2181.5625,1,1
28277,1,4.9900,1,1
23949,4,92.9600,4,1
17099,1,1350.7137,2,2
12854,2,2183.5091,5,2
22695,2,1174.4800,2,1
24238,4,608.9600,4,1
25566,2,626.5341,4,2
21367,2,7.2800,2,1
21536,4,78.9600,4,1
22764,1,29.9900,1,1
24092,4,2481.8200,4,1
16930,1,27.2100,3,2
13023,2,44.4800,4,2
15625,1,2389.7966,4,3
25712,2,631.0291,5,2
26963,4,1237.8200,4,1
14228,1,37.4900,2,2
26794,4,44.2200,4,1
24407,3,71.5800,3,1
25489,3,1147.7700,3,1
15702,2,2305.8475,7,3
28168,1,3578.2700,1,1
23923,2,1174.4800,2,1
11188,2,40.6300,5,2
18765,2,119.9800,2,1
12754,3,3251.6000,7,2
16063,1,4.9900,1,1
11380,3,2918.9550,6,2
11626,2,2979.3700,4,2
27278,1,28.9900,1,1
28360,2,7.2800,2,1
18327,2,13.9800,2,1
28752,2,1155.4800,2,1
22841,1,35.0000,1,1
21613,1,1305.2891,3,2
17291,1,43.1350,3,2
22449,4,2514.9300,4,1
20139,1,69.9900,1,1
21221,1,29.9900,1,1
20239,2,3046.6000,5,2
23846,1,2414.0550,3,2
28921,3,184.4800,3,1
16707,1,2188.8750,3,2
13246,2,2406.6550,5,2
20408,3,69.9700,3,1
14812,3,63.9700,3,1
15141,1,31.9850,3,2
27547,1,2071.4196,1,1
26073,2,59.9800,2,1
11772,2,2956.6200,4,2
18181,3,92.9600,7,2
29250,3,37.9700,3,1
25320,2,2419.0600,2,1
13836,4,4380.0400,4,1
15310,4,47.2200,8,2
25881,1,24.9900,1,1
23448,2,32.2800,2,1
26694,2,2228.0691,5,2
16784,2,1735.9800,2,1
22180,1,2316.4312,3,2
17852,4,86.9500,4,1
29021,1,69.9900,1,1
14059,2,53.3750,5,2
15894,3,89.9700,3,1
13667,1,1500.5212,3,2
20614,2,3017.8000,4,2
17368,1,4.9900,1,1
12585,2,1314.5341,4,2
16286,2,3460.3062,4,2
29319,3,2447.0500,3,1
18934,2,123.9800,2,1
19326,1,951.7400,2,2
23654,2,59.9800,2,1
13475,2,56.9700,2,1
12001,2,2704.3366,7,3
23763,2,1735.9800,2,1
29004,1,2160.3100,2,2
17929,2,1948.2662,4,2
13684,2,39.9800,2,1
25068,1,32.6000,1,1
24736,3,71.5800,3,1
14703,3,42.2800,3,1
21865,3,148.9800,3,1
12379,1,49.9900,1,1
20537,3,23.9700,3,1
13398,2,2322.2800,2,1
19140,2,564.9800,2,1
27793,2,54.9800,2,1
14872,2,71.9700,2,1
29173,2,27.2800,2,1
13853,2,2329.9800,2,1
23594,1,29.9900,1,1
20992,1,2069.8750,3,2
15064,1,1496.1650,3,2
12210,2,2275.1498,6,3
11128,3,71.9700,7,2
12456,1,21.9800,1,1
23093,3,69.9700,3,1
19595,3,3047.5400,6,2
19309,1,1259.4850,3,2
20391,3,23.9700,3,1
14981,4,71.2700,4,1
15954,2,1558.9800,4,2
19011,2,78.9800,2,1
17683,1,4.9900,1,1
27169,1,1214.8500,1,1
22011,3,68.9700,3,1
16455,2,28.9800,2,1
18121,4,1793.4700,4,1
20783,2,39.9800,2,1
21619,4,556.2600,4,1
19157,1,1700.9900,1,1
23485,3,89.9700,3,1
24567,2,6.2800,2,1
24676,4,2461.5500,4,1
22257,1,539.9900,1,1
18012,2,25.4800,2,1
28091,2,1249.8400,2,1
21238,2,19.7750,5,2
27072,2,31.2800,2,1
29396,3,36.2700,3,1
17537,1,2319.9900,1,1
14480,3,97.4700,7,2
25864,1,2443.3500,1,1
12602,2,22.6300,4,2
27922,3,60.4700,3,1
24845,4,69.4600,4,1
28420,2,2267.2300,4,2
19764,2,12.9400,2,1
26150,2,996.2300,4,2
24484,1,1781.9200,2,2
13982,1,29.9900,2,2
16538,1,2329.9512,3,2
15456,2,1407.7612,5,2
23010,3,64.4700,3,1
18682,1,69.9900,1,1
27338,2,669.9600,4,2
12645,3,3423.8798,6,2
26711,1,2049.0982,1,1
26946,1,1214.8500,1,1
25237,4,118.4600,4,1
26319,2,2228.0691,5,2
22618,1,1700.9900,1,1
11457,3,2737.1600,10,3
15785,2,2227.1748,4,2
27295,1,2221.0791,3,2
14311,2,69.2250,5,2
28377,4,2433.0400,4,1
13229,1,21.9800,1,1
12837,1,4.9900,1,1
11755,1,15.4166,5,3
26903,4,800.8200,4,1
25821,4,1879.0682,4,1
20348,4,2511.3200,4,1
21035,1,978.7350,3,2
23906,1,2443.3500,1,1
28861,2,28.9800,2,1
16080,3,567.2700,3,1
23027,3,37.2700,3,1
17477,1,1700.9900,1,1
19469,2,38.9800,2,1
12476,3,73.7700,3,1
27464,2,6.2800,2,1
11171,2,2238.8500,8,3
22509,3,804.4700,3,1
18951,3,2334.9700,3,1
11002,1,2704.6800,4,3
21822,1,564.9900,1,1
21553,2,2333.2512,4,2
28251,1,4.9900,1,1
15516,2,7.2800,2,1
28546,2,119.9800,2,1
16395,3,63.9700,3,1
29379,2,23.7800,2,1
22950,1,1958.7712,3,2
14245,2,56.9700,2,1
28938,1,9.9900,1,1
16598,1,2377.1333,4,3
11440,2,78.4800,2,1
24424,4,249.5800,4,1
18513,2,2341.9700,2,1
26777,3,68.9700,3,1
23388,3,69.9700,3,1
25303,2,574.9800,2,1
15124,6,122.4400,6,1
14042,1,21.9800,1,1
24862,2,75.4800,2,1
26336,2,27.2800,2,1
12771,1,2954.1250,3,2
25506,2,1155.4800,2,1
21427,2,1155.4800,2,1
29064,5,815.8100,5,1
25695,2,33.9800,2,1
12914,2,2329.9800,2,1
17039,3,1799.4800,3,1
16472,2,27.2800,2,1
23468,3,69.9700,3,1
27733,3,157.2900,3,1
11297,2,2974.1200,5,2
21994,1,2329.9512,3,2
13289,3,33.1250,6,2
19953,2,24.2250,5,2
22635,3,1728.2700,3,1
20079,1,4.9900,1,1
21161,2,1174.4800,2,1
28735,4,2420.3400,4,1
13524,2,2264.3748,4,2
26259,3,68.9700,3,1
26508,2,49.4800,2,1
11566,4,83.9025,58,12
18387,1,4.9900,1,1
24550,3,37.2700,3,1
20222,2,37.2250,5,2
17554,2,39.9800,2,1
26024,2,976.2250,5,2
13040,1,47.4850,3,2
24942,2,2419.0600,2,1
17995,2,27.2800,2,1
11958,2,79.9800,5,2
26651,1,978.7350,3,2
16913,2,13.9800,2,1
21696,3,68.9700,3,1
16521,1,2349.3800,2,2
25177,3,36.9600,3,1
27590,4,1189.4600,4,1
14606,2,2358.0100,5,2
23262,3,49.9700,3,1
14998,2,1529.1550,5,2
27982,2,603.4900,2,1
21178,2,39.9900,2,1
16269,2,1389.4112,5,2
14371,2,39.9533,6,3
17242,2,2193.6150,5,2
22197,3,2370.4912,6,2
15250,2,56.9700,2,1
26133,1,969.2350,3,2
13212,2,2282.2462,4,2
21679,1,1700.9900,1,1
19781,2,23.1300,4,2
27607,2,7.2800,2,1
25615,2,574.9800,2,1
11815,2,2974.1200,5,2
12897,3,106.9600,3,1
18307,1,3010.8100,2,2
15751,1,2223.1998,3,2
16833,4,2343.9600,4,1
17743,2,1396.7612,4,2
18825,2,78.9800,2,1
19844,3,2903.9650,7,2
14686,1,67.8200,5,3
20723,4,143.9600,4,1
25051,1,1087.4587,3,2
14294,3,81.4600,3,1
24032,3,563.7700,3,1
18622,3,64.9700,3,1
19704,4,1143.4600,4,1
25254,3,51.9600,3,1
20096,1,35.7300,3,2
15768,1,1562.4800,3,2
12270,2,2227.2841,4,2
16160,2,1322.0341,4,2
11832,2,62.4850,4,2
26634,3,1448.3598,7,2
22306,2,561.4800,2,1
27716,2,7.2800,2,1
29190,3,2447.0500,3,1
18370,1,1700.9900,1,1
28108,2,751.3400,2,1
23780,2,1750.9800,2,1
20597,4,119.9600,4,1
11941,2,54.4800,5,2
13933,2,56.9700,2,1
28234,2,2988.1600,4,2
26525,2,49.4800,2,1
17869,3,1760.4700,3,1
24533,2,32.2800,2,1
19578,2,45.6300,4,2
13149,1,32.4850,3,2
21805,3,49.9700,3,1
17351,3,3058.8450,6,2
26007,1,24.9900,1,1
14623,3,64.4700,3,1
12459,2,2809.2698,5,2
23279,2,124.9900,2,1
23153,2,34.9800,2,1
14497,2,804.4800,2,1
28563,4,1197.9700,4,1
13415,3,2325.9600,3,1
22071,4,73.9600,4,1
27089,1,2049.0982,1,1
14168,4,71.9500,4,1
18496,2,3060.8550,5,2
22824,2,2304.9800,2,1
27152,2,38.9800,2,1
19970,2,3049.5500,5,2
24298,3,86.5800,3,1
15642,2,3772.4096,2,1
28626,1,3578.2700,1,1
16724,2,39.9800,2,1
21052,1,1120.4900,1,1
11314,2,23.7650,4,2
12396,1,49.9900,1,1
25380,2,1249.8400,2,1
13518,2,1319.1791,4,2
24925,3,32.2700,3,1
15084,2,2333.0308,7,3
12213,2,2209.5291,5,2
22223,2,34.9800,2,1
22054,3,563.7700,3,1
29147,1,3578.2700,1,1
23405,3,69.9700,3,1
17786,2,44.7300,4,2
23528,2,75.9700,2,1
27673,1,3578.2700,1,1
13687,1,2936.6300,2,2
25094,1,2443.3500,1,1
17617,2,1754.9800,2,1
26107,2,2900.1650,5,2
24802,4,2407.0400,4,1
16389,2,2319.4462,4,2
26276,2,1680.9591,5,2
26399,4,2543.4400,4,1
14915,1,769.2891,3,2
13441,2,46.4700,2,1
13856,2,1491.0112,4,2
11875,2,58.5400,11,5
23236,2,7.2800,2,1
16558,1,24.9900,1,1
27965,3,565.4700,3,1
16312,3,63.9700,3,1
22300,2,548.9800,2,1
28901,1,2443.3500,1,1
19598,2,2655.2650,5,2
21762,4,78.9600,4,1
29439,2,23.7800,2,1
20826,4,1173.9600,4,1
25340,1,4.9900,1,1
19767,2,94.4800,2,1
25861,1,3399.9900,1,1
18201,2,2078.8650,5,2
18891,2,119.9800,2,1
24464,1,4.9900,1,1
18722,1,2666.6250,3,2
28211,1,539.9900,1,1
26737,3,68.9700,3,1
25171,2,36.5900,2,1
15851,5,3198.4600,5,1
27335,2,39.9800,2,1
15453,1,2216.8666,4,3
13979,1,1641.4150,3,2
16143,2,26.9700,2,1
17325,2,27.4700,5,2
23866,1,2414.0550,3,2
15161,2,7.2800,2,1
26030,1,21.4900,1,1
27504,1,2071.4196,1,1
21931,1,1120.4900,1,1
15682,1,69.9900,1,1
11354,3,22.9700,3,1
20365,1,69.9900,1,1
23697,3,69.9700,3,1
22715,2,85.4800,2,1
24387,1,539.9900,1,1
16727,2,2451.3000,2,1
25569,3,89.9700,3,1
12044,2,52.9750,5,2
21241,2,78.9800,2,1
21347,1,4.9900,1,1
17019,2,54.9800,2,1
19183,3,48.9700,3,1
28380,2,34.8900,2,1
18493,1,3014.7850,3,2
22821,2,38.9800,2,1
20657,5,1193.4500,5,1
11692,1,46.9900,3,2
28672,1,2177.8050,3,2
15605,1,19.9850,3,2
16910,1,70.9800,3,2
21533,4,40.2200,4,1
26797,1,978.7350,3,2
14394,2,1672.3487,4,2
25801,1,4.9900,1,1
20136,2,27.2800,2,1
18831,5,2419.4600,5,1
23007,2,14.9800,2,1
15436,1,1886.2048,2,2
11523,3,2376.9600,3,1
13166,2,71.9700,2,1
19658,1,539.9900,1,1
14225,5,5603.9182,5,1
26966,4,588.9600,4,1
12997,4,59.0900,8,2
17079,1,2208.8750,3,2
28440,3,38.8800,3,1
18184,3,89.9700,3,1
17248,1,2191.3750,3,2
14377,1,1660.2137,2,2
12920,2,52.9750,5,2
19890,2,119.9800,2,1
24218,1,4.9900,1,1
26628,3,36.2700,3,1
20886,1,1266.9850,3,2
21364,2,7.2800,2,1
25692,3,66.9700,3,1
25154,3,45.5800,3,1
18662,2,39.9800,2,1
27275,1,2049.0982,1,1
27613,1,782.9900,1,1
22990,1,29.9900,1,1
28549,3,2418.0500,3,1
11583,2,2190.6948,4,2
13747,2,1522.7662,4,2
16020,3,595.9600,3,1
29087,4,810.3200,4,1
12582,1,41.9850,3,2
17726,2,2360.8650,5,2
22469,3,563.7700,3,1
26382,1,2443.3500,1,1
23159,4,562.9600,4,1
19200,2,54.6200,5,2
27856,4,578.4600,4,1
11108,1,2708.0133,5,3
13272,3,81.4600,3,1
15330,2,39.9800,2,1
23943,2,39.9800,2,1
21779,2,14.9800,2,1
17494,3,111.9600,3,1
18553,1,1700.9900,1,1
20474,3,49.9700,3,1
29130,2,7.2800,2,1
20717,2,1620.1600,4,2
12061,2,35.0425,10,4
22638,2,548.9800,2,1
21948,1,2443.3500,2,2
12751,4,83.9700,4,1
24112,2,1155.4800,2,1
19243,1,69.9900,1,1
14746,4,1588.5682,4,1
19074,2,29.9800,2,1
24633,3,2447.0500,3,1
20305,1,69.9900,1,1
28961,4,2478.0400,4,1
20995,1,2063.6250,3,2
25323,3,1714.9700,3,1
12104,1,2954.1250,3,2
28918,2,23.7800,2,1
25280,3,38.8800,3,1
27444,2,31.2800,2,1
11858,1,42.4950,2,2
13873,1,2382.8150,3,2
16744,2,3035.2950,5,2
23714,3,44.5400,3,1
23219,2,39.9800,2,1
18141,2,2324.2875,8,3
27487,1,661.4900,2,2
18782,5,2397.9100,5,1
28151,1,4.9900,1,1
20179,1,24.9900,1,1
17600,3,1775.4700,3,1
21181,2,32.2800,2,1
20843,1,951.7400,2,2
19615,1,2639.6300,2,2
18310,1,21.4900,1,1
19784,1,3010.8100,2,2
17769,2,1954.9162,4,2
14437,1,21.9800,1,1
16203,2,2313.2908,8,3
18705,1,29.6300,3,2
27564,3,60.4700,3,1
20640,2,2498.3400,2,1
23637,2,28.4800,2,1
11294,1,21.1400,3,2
24278,3,184.4800,3,1
22655,3,565.4700,3,1
14932,4,98.9600,4,1
12768,2,2213.3700,4,2
26090,1,2909.5250,3,2
15270,2,39.9800,2,1
25111,1,1072.9587,3,2
14729,1,4.9900,1,1
15911,2,26.9700,2,1
24616,3,71.5800,3,1
12273,1,49.9900,1,1
16541,2,1514.0112,4,2
17205,1,37.4900,3,2
26857,1,21.4900,1,1
28566,3,58.4700,3,1
26551,1,28.9900,1,1
27092,5,4519.4596,5,1
18679,1,1700.9900,1,1
29256,2,2393.0600,2,1
18015,3,37.2700,3,1
11397,3,38.4700,3,1
27384,2,78.9800,2,1
14022,3,834.4487,6,2
24693,2,7.2800,2,1
11709,2,65.1780,12,5
19369,3,63.9700,3,1
16037,2,39.9800,2,1
28025,1,69.9900,1,1
12399,4,58.9600,4,1
28715,4,588.9600,4,1
21055,3,783.3900,7,2
25383,3,1228.8300,3,1
25675,2,548.9800,2,1
23511,1,2421.5550,3,2
12691,1,82.4866,5,3
14855,1,1879.5391,3,2
11168,3,1568.2950,7,2
13332,2,56.9700,2,1
15496,2,39.9800,2,1
21888,2,2462.7900,5,2
24052,2,548.9800,2,1
26216,3,92.9700,3,1
29313,1,539.9900,1,1
16329,3,1636.0450,6,2
14165,2,2955.2750,4,2
27690,2,574.9800,2,1
25526,3,60.4700,3,1
27149,3,42.2800,3,1
24985,4,96.0700,4,1
22529,2,23.7800,2,1
25400,3,2469.0500,3,1
14039,3,3404.0641,6,2
24404,1,2384.0700,1,1
19472,1,927.2891,3,2
27461,4,110.4600,4,1
18476,5,616.9100,5,1
14563,2,39.9800,2,1
20491,3,23.9700,3,1
26442,2,959.8750,5,2
22930,2,2450.3400,4,2
19017,1,69.9900,1,1
12164,1,2954.1300,3,2
13561,2,2196.6791,4,2
27799,2,1174.4800,2,1
28858,2,12.9400,2,1
14580,1,734.2941,2,2
18908,2,3045.2950,5,2
20531,3,64.9700,3,1
24968,3,44.5400,3,1
11984,3,2365.1600,6,2
26983,3,1744.9700,3,1
25987,1,2319.9150,3,2
15622,2,1513.6600,4,2
19950,3,3049.2700,6,2
13106,2,1899.1732,7,3
28254,3,166.2800,3,1
17434,1,4.9900,1,1
23926,1,2443.3500,1,1
17096,1,2072.1700,2,2
19057,1,1661.3587,3,2
12565,4,93.4600,4,1
16893,3,2325.9600,3,1
26780,3,79.4700,3,1
22452,2,1735.9800,2,1
21072,1,539.9900,1,1
20076,3,553.9700,3,1
12416,2,39.9900,2,1
28732,2,2419.0600,2,1
18367,1,21.4900,1,1
15144,2,4344.0882,2,1
19386,1,969.2350,3,2
14148,4,4406.7400,4,1
22804,2,53.9800,2,1
11749,1,15.9733,4,3
24819,2,2393.0600,2,1
22114,2,2091.6150,5,2
13458,4,44.9100,4,1
14454,2,31.9700,2,1
23345,1,4.9900,1,1
29422,2,62.9800,2,1
18602,2,119.9800,2,1
27258,1,2071.4196,1,1
25509,1,21.4900,1,1
20766,2,14.9800,2,1
16853,1,4.9900,1,1
29273,3,63.4700,3,1
17912,1,2376.3750,3,2
26568,1,978.7350,3,2
22240,2,32.2800,2,1
17308,1,3010.8100,2,2
12980,2,2276.2612,4,2
21636,2,14.9800,2,1
25878,1,2324.9150,3,2
21550,2,58.9800,2,1
16618,3,38.0750,6,2
12290,1,2936.6300,2,2
20946,2,58.9800,2,1
17998,1,2072.1700,2,2
20162,2,983.2300,4,2
15834,1,661.4900,2,2
28506,2,1606.7841,4,2
24261,3,71.5800,3,1
12877,2,29.9300,2,1
11480,2,1645.1198,7,3
21390,2,32.2800,2,1
27132,4,571.7200,4,1
24069,2,1174.4800,2,1
17122,2,58.9800,2,1
22864,4,571.7200,4,1
14351,2,56.9700,2,1
28337,2,59.9800,2,1
27109,3,88.9700,3,1
16953,2,13.9800,2,1
15725,5,4416.3796,5,1
25635,2,1754.9800,2,1
15556,4,588.9600,4,1
25466,1,4.9900,1,1
25735,4,2407.0400,4,1
14251,2,71.9700,2,1
26940,3,1273.8300,3,1
22595,4,2519.9300,4,1
23033,4,588.9600,4,1
25904,4,89.4600,4,1
14082,1,21.9800,1,1
25297,2,23.7800,2,1
17391,1,4.9900,1,1
15917,1,2339.5300,2,2
21659,2,2071.8700,4,2
28606,1,7.9500,1,1
21467,3,23.9700,3,1
28944,3,23.9700,3,1
19993,4,1184.4600,4,1
11042,1,1556.1650,3,2
16186,3,64.9700,3,1
16684,2,2079.1200,4,2
25197,2,36.5900,2,1
18865,3,1779.4700,3,1
27570,2,2259.2348,4,2
24699,2,29.4800,2,1
28068,2,3010.9100,4,2
19555,2,3055.3000,4,2
27378,2,78.9800,2,1
23133,3,69.9700,3,1
18081,2,51.9700,2,1
23823,3,59.4700,3,1
24507,1,32.6000,1,1
26671,1,69.9900,1,1
16515,1,2366.8750,3,2
26173,1,4.9900,1,1
18158,1,2289.8708,4,3
15994,2,695.9750,5,2
17889,1,1521.6650,3,2
12087,2,46.1350,4,2
18350,2,1735.9800,2,1
14520,1,751.7891,3,2
11211,3,79.3550,33,10
26863,1,3.9900,1,1
15041,1,1913.1998,3,2
23554,1,4.9900,1,1
19226,2,119.9800,2,1
25028,2,23.7800,2,1
27647,1,21.4900,1,1
20700,6,1243.4400,6,1
12685,2,2301.3694,8,3
14849,2,56.9700,2,1
17660,3,1714.9700,3,1
21988,1,35.0000,1,1
19824,5,629.4500,5,1
17560,2,39.9800,2,1
29213,2,68.4900,2,1
19724,2,1155.4800,2,1
21198,3,69.9700,3,1
19034,1,1661.3587,3,2
23362,2,7.2800,2,1
28008,2,7.2800,2,1
24759,5,4369.5900,5,1
23740,2,36.5900,2,1
29027,2,574.9800,2,1
20869,2,1271.4800,4,2
13375,2,71.9700,2,1
12187,1,2954.1250,3,2
22343,4,2422.5400,4,1
28835,1,3578.2700,1,1
19117,2,1750.9800,2,1
17451,2,39.9800,2,1
17643,3,69.9700,3,1
11151,2,2695.7700,6,3
23571,1,1781.9200,2,2
18267,1,32.4900,2,2
26342,2,2244.7348,4,2
22097,3,61.9600,3,1
26425,1,69.9900,1,1
27361,1,69.9900,1,1
25406,4,2433.0400,4,1
13644,2,3432.2298,5,2
25214,2,1074.9537,4,2
26233,3,48.9700,3,1
21905,2,14.9800,2,1
27816,3,48.9700,3,1
12170,1,2954.1300,3,2
29482,1,2049.0982,1,1
11732,2,86.7350,5,2
11978,1,37.4900,3,2
29044,2,4320.6200,2,1
26880,2,23.7800,2,1
13206,3,54.3966,11,3
20431,2,14.9800,2,1
24178,2,1405.2662,4,2
28589,1,69.9900,1,1
19933,1,4.9900,1,1
13813,3,74.9800,3,1
28397,2,2419.0600,2,1
21450,2,59.9800,2,1
12794,1,21.9800,1,1
19741,2,78.9800,2,1
13123,1,2255.1460,5,3
21281,2,1129.4800,2,1
14789,2,2191.3700,4,2
15287,2,840.7250,5,2
12625,4,99.9600,4,1
13315,2,2270.7662,4,2
15479,4,85.9500,4,1
27899,2,777.3400,2,1
21407,3,42.2800,3,1
15977,2,39.9800,2,1
11649,3,91.2800,3,1
19286,3,2755.4175,3,1
14958,2,29.4800,2,1
14268,1,1368.2087,3,2
15934,2,1573.9750,5,2
20760,2,7.2800,2,1
16432,1,2316.9512,3,2
22426,3,553.9700,3,1
22924,4,90.9500,4,1
18596,3,1775.4700,3,1
24590,4,3911.5325,4,1
20262,3,27.7700,3,1
26754,1,969.2350,3,2
18098,2,1754.9800,2,1
16624,4,5938.2500,4,1
20952,3,37.2700,3,1
18788,3,2351.9600,3,1
14460,3,96.4600,3,1
23116,1,1968.2712,3,2
21012,2,1248.9800,4,2
25921,4,1253.0682,4,1
16103,2,1571.1600,4,2
14537,3,42.2800,3,1
23050,3,69.9700,3,1
28792,1,3578.2700,1,1
23883,5,575.7100,5,1
22409,1,1373.0212,3,2
12499,1,2189.5391,3,2
11025,3,3288.4000,6,2
16936,3,63.9700,3,1
21845,1,4.9900,1,1
11666,2,2974.1200,5,2
22486,4,588.9600,4,1
28320,1,539.9900,1,1
19807,1,17.7350,3,2
18974,5,585.9400,5,1
20448,2,3022.2950,5,2
19538,2,1155.4800,2,1
25844,1,24.9900,1,1
